prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,Baseflow
0,29.99,17.61,23.8,348.1,281.62,-0.09,0.15,0.17,58.17,,2.66,1.63,0,0.69,2.55,51.24,150.73,478.82,683.34,681.71,150,4.544733333,19-01-1980,93.88788889
0,30.33,16.81,23.57,346.61,282.6,-0.34,-0.32,0.47,55.14,,2.77,1.65,0,0.68,2.48,51.11,150.38,478.48,682.45,680.8,150,4.538666667,20-01-1980,102.265663
0,30.89,17.64,24.26,352.75,282.02,-0.05,-0.16,0.17,55.92,,2.61,1.53,0,0.68,2.42,50.98,150.03,478.13,681.56,680.03,150,4.533533333,21-01-1980,101.9349199
0,30.75,18.2,24.48,360.12,282.65,0.42,0.06,0.42,58.17,,2.62,1.5,0.01,0.66,2.36,50.85,149.69,477.78,680.68,679.18,150,4.527866667,22-01-1980,101.1254493
0,31.01,19.21,25.11,359.02,264.8,0.71,-0.26,0.76,60.9,,2.64,1.5,0.02,0.7,2.34,50.71,149.34,477.45,679.84,678.34,150,4.522266667,23-01-1980,99.54611786
0,30.73,18.67,24.7,340.26,287.55,-0.17,-0.99,1,52.47,,2.7,1.53,0,0.68,2.28,50.58,148.99,477.07,678.92,677.39,150,4.515933333,24-01-1980,98.97920798
0,30.58,17.45,24.02,336.9,290.82,-0.14,0.3,0.33,55.31,,2.73,1.49,0,0.68,2.24,50.46,148.66,476.73,678.09,676.6,150,4.510666667,25-01-1980,66.8
0,30.39,17.98,24.18,341.89,291.14,-0.01,-0.71,0.71,56.88,,2.79,1.5,0,0.66,2.2,50.34,148.34,476.4,677.28,675.78,150,4.5052,26-01-1980,52.97
0,30.26,17.98,24.12,346.34,290.96,0.73,-0.26,0.77,54.78,,2.85,1.5,0,0.67,2.16,50.22,148.02,476.06,676.46,674.96,150,4.499733333,27-01-1980,51.85766667
0,31.22,18.78,25,360.41,290.49,1.65,0.21,1.66,51,,2.78,1.44,0,0.67,2.12,50.1,147.7,475.72,675.64,674.2,150,4.494666667,28-01-1980,64.34318889
0,30.87,18.49,24.68,344.22,292.7,1.23,-0.98,1.57,44.99,,2.71,1.38,0,0.66,2.08,49.98,147.36,475.37,674.79,673.41,150,4.4894,29-01-1980,77.0506863
0,30.93,17.67,24.3,321.89,300.51,0.68,-0.71,0.98,46.7,,2.81,1.41,0,0.7,2.04,49.86,147.03,475.01,673.94,672.53,150,4.483533333,30-01-1980,60.1
0,30.77,17.81,24.29,333.27,298.25,0.69,0.14,0.7,50.42,,2.79,1.36,0,0.67,2.02,49.75,146.71,474.67,673.15,671.79,150,4.4786,31-01-1980,83.33
0,30.15,18.21,24.18,348.82,296.75,0.84,0.92,1.25,59.93,,2.68,1.29,0.02,0.64,2.01,49.64,146.4,474.33,672.38,671.09,150,4.473933333,01-02-1980,97.139
0,30.43,18.79,24.61,362.7,292.76,0.91,2.33,2.5,61.53,,2.84,1.32,0.02,0.68,2.03,49.52,146.09,474,671.64,670.32,150,4.4688,02-02-1980,105.9113667
0,30.6,19.16,24.88,358.92,290.03,0.83,1.9,2.07,55.89,,2.88,1.48,0,0.68,2.02,49.41,145.79,473.66,670.88,669.4,150,4.462666667,03-02-1980,106.5138656
0,30.98,19.35,25.16,351.63,298.43,0.8,1.89,2.05,56.32,,2.96,1.38,0,0.67,2,49.31,145.48,473.34,670.13,668.75,150,4.458333333,04-02-1980,90.14
0,30.73,18.84,24.78,354.2,298.34,1.18,0.9,1.48,53.83,,2.94,1.33,0,0.65,1.97,49.21,145.18,473,669.36,668.03,150,4.453533333,05-02-1980,88.86533333
0,31.28,19.58,25.43,362.24,287.19,0.74,-0.79,1.08,50.01,,2.68,1.19,0.05,0.66,1.95,49.1,144.89,472.67,668.61,667.42,150,4.449466667,06-02-1980,92.78804444
0,31.3,19.96,25.63,350.62,302.54,0.37,-0.21,0.43,50.01,,2.85,1.22,0.01,0.63,1.94,49.01,144.6,472.33,667.88,666.66,150,4.4444,07-02-1980,93.82576148
0,31.03,18.92,24.98,357.82,303.36,0.53,0.45,0.7,54.05,,2.91,1.22,0,0.63,1.93,48.91,144.32,472,667.16,665.94,150,4.4396,08-02-1980,85.58
0,31.1,18.86,24.98,364.89,298.7,0.96,0.83,1.27,61.14,,2.96,1.28,0.08,0.63,2.01,48.82,144.04,471.67,666.54,665.26,150,4.435066667,09-02-1980,86.05733333
0.07,30.9,19.87,25.38,370.1,294.13,0.75,0.31,0.81,65.27,,2.58,1.08,0.24,0.62,2.63,48.73,143.76,471.36,666.48,665.47,150,4.436466667,10-02-1980,54.93
0.14,30.8,20.1,25.45,375.78,290.61,0.31,0.32,0.45,58.32,,2.67,1.07,0.54,0.68,3.06,48.64,143.5,471.05,666.25,665.32,150,4.435466667,11-02-1980,62.67566667
0,31.14,20.12,25.63,355.9,308.47,0.56,-0.33,0.65,49.59,,2.94,1.14,0,0.72,3.11,48.55,143.23,470.73,665.62,664.48,150,4.429866667,12-02-1980,72.08458889
0,31.65,19.65,25.65,348.26,312.56,0.2,0.05,0.21,53.22,,3.03,1.16,0,0.71,2.97,48.47,142.97,470.39,664.8,663.64,150,4.424266667,13-02-1980,83.55023963
0,31.44,19.7,25.57,354.25,313.32,0.62,0.93,1.12,53.97,,2.98,1.11,0,0.72,2.85,48.38,142.71,470.06,664,662.89,150,4.419266667,14-02-1980,93.6584851
0,31.51,20.22,25.86,364.34,305.18,0.92,0.59,1.09,60.11,,2.93,1.32,0.07,0.69,2.99,48.3,142.44,469.76,663.49,662.17,150,4.414466667,15-02-1980,99.65370723
0,31.02,20.11,25.56,365.42,299.22,1.21,0.88,1.5,60.2,,2.84,1.08,0.13,0.7,3.08,48.21,142.17,469.43,662.89,661.81,150,4.412066667,16-02-1980,108.5773479
0.02,31.32,19.83,25.58,363.44,306.75,1.47,0.42,1.53,52.03,,3.1,1.11,0.05,0.74,3.03,48.13,141.91,469.1,662.17,661.08,150,4.4072,17-02-1980,60.78
0,32.48,20.23,26.35,356.83,315.66,1.01,-0.35,1.07,47.59,,3.06,1.07,0.03,0.73,2.91,48.05,141.67,468.8,661.43,660.36,150,4.4024,18-02-1980,75.01733333
0,32.53,20.24,26.38,357.09,317.69,0.82,0.27,0.86,52.42,,3.1,1.06,0.02,0.7,2.81,47.98,141.42,468.47,660.68,659.62,150,4.397466667,19-02-1980,83.45097778
0,32.46,20.65,26.56,371.64,316.14,0.49,0.19,0.53,50.45,,2.9,0.96,0.03,0.68,2.71,47.9,141.18,468.17,659.96,659,150,4.393333333,20-02-1980,105.3489526
0,32.13,20.58,26.36,361.43,317.16,0.16,-0.01,0.16,49,,3.1,1,0,0.68,2.62,47.83,140.96,467.86,659.27,658.27,150,4.388466667,21-02-1980,125.85767
0,32.89,20.53,26.71,352.42,324.12,0.95,0.31,1,45.65,,3.34,1.07,0,0.71,2.51,47.76,140.72,467.56,658.55,657.48,150,4.3832,22-02-1980,136.9498577
0,33.2,20.39,26.8,351.46,326.97,0.95,-0.17,0.97,41.5,,3.38,1.05,0,0.68,2.41,47.69,140.49,467.25,657.84,656.79,150,4.3786,23-02-1980,149.7915765
0,34.42,21.05,27.74,350.77,327.81,1.33,-0.04,1.33,36.87,,3.3,1.01,0,0.69,2.32,47.63,140.27,466.96,657.18,656.17,150,4.374466667,24-02-1980,122.9
0,34.29,21.11,27.7,352.16,328.51,1.23,-0.71,1.42,35.42,,3.37,1.15,0,0.66,2.24,47.56,140.05,466.68,656.53,655.38,150,4.3692,25-02-1980,108.02
0,34.36,20.5,27.43,341.12,333.69,0.69,-0.84,1.09,35.99,,3.33,1,0,0.65,2.17,47.5,139.83,466.37,655.87,654.87,150,4.3658,26-02-1980,47.68
0,33.95,19.58,26.76,331.2,338.05,0.17,-0.7,0.72,34.02,,3.36,0.97,0,0.67,2.11,47.44,139.61,466.08,655.24,654.27,150,4.3618,27-02-1980,53.83733333
0,34.03,20.19,27.11,343.21,337.36,0.95,0.65,1.15,42.94,,3.46,0.97,0,0.65,2.05,47.38,139.4,465.77,654.6,653.63,150,4.357533333,28-02-1980,67.36364444
0,34.12,21.02,27.57,362.33,328.16,1.15,2.13,2.42,49.16,,3.37,0.92,0.01,0.65,2.04,47.3,139.17,465.48,653.99,653.07,150,4.3538,29-02-1980,76.34030815
0,33.69,21.42,27.56,366.16,317.27,1.72,1.86,2.53,48.53,,3.31,0.88,0.02,0.68,2.05,47.23,138.91,465.14,653.33,652.45,150,4.349666667,01-03-1980,54.39
0,33.12,20.68,26.9,343.49,336.14,1.06,-1,1.46,32.69,,3.49,0.91,0,0.66,2.01,47.17,138.7,464.83,652.71,651.8,150,4.345333333,02-03-1980,53.41033333
0,32.89,19.29,26.09,331.77,342.62,0.72,-0.3,0.78,33.4,,3.48,0.88,0,0.65,1.96,47.11,138.49,464.56,652.12,651.24,150,4.3416,03-03-1980,51.98321111
0,34.02,21.47,27.74,350.94,338.38,1.62,-0.45,1.68,34.09,,3.61,0.9,0,0.63,1.93,47.05,138.29,464.27,651.54,650.64,150,4.3376,04-03-1980,64.11936704
0,34.38,21.16,27.77,352.39,341.71,0.09,-0.37,0.38,36.87,,3.61,0.87,0,0.56,1.89,47,138.12,464.02,651.03,650.16,150,4.3344,05-03-1980,63.39559912
0,34.88,22.37,28.62,365.37,339.47,1.87,0.91,2.08,41.11,,3.43,0.8,0.01,0.58,1.88,46.94,137.93,463.74,650.49,649.69,150,4.331266667,06-03-1980,69.38721278
0.01,34.8,23.99,29.39,384.44,297.35,1.64,1.61,2.3,46.62,,3.17,0.74,0.12,0.61,1.97,46.88,137.7,463.44,649.99,649.26,150,4.3284,07-03-1980,66.97523476
0,33.25,22.71,27.98,388.39,264.57,1.5,1.29,1.98,56.09,,2.51,0.84,0.28,0.66,2.04,46.81,137.46,463.12,649.43,648.59,150,4.323933333,08-03-1980,71.92431535
1.11,32.94,21.83,27.38,371.78,307.61,1.09,1.27,1.67,62.54,,3.19,0.94,1.18,0.64,2.33,46.74,137.22,462.79,649.08,649.25,150,4.328333333,09-03-1980,54.93
1.36,33.25,22.17,27.71,375.54,307.22,0.11,1.28,1.28,58.21,,3.29,0.86,1.55,0.63,2.77,46.68,136.99,462.48,648.92,649.42,150,4.329466667,10-03-1980,60.86233333
0.99,33.35,22.02,27.68,374.2,337.02,0.2,2.4,2.41,49.16,,3.48,0.79,0.07,0.68,2.67,46.62,136.79,462.19,648.27,648.47,150,4.323133333,11-03-1980,56.69
0,33.22,22.08,27.65,374.72,322.94,0.36,0.4,0.54,46.92,,3.44,0.75,0.35,0.68,2.64,46.57,136.58,461.87,647.66,646.91,150,4.312733333,12-03-1980,73.03366667
0,33.2,21.91,27.56,375.23,334.43,-0.17,0.26,0.31,50.43,,3.25,0.79,0.21,0.63,2.8,46.51,136.38,461.58,647.27,646.48,150,4.309866667,13-03-1980,76.30798889
4.56,34.04,21.92,27.98,376.09,341.14,-0.32,-0.06,0.33,50.79,,3.38,0.97,0.38,0.63,3.3,46.46,136.19,461.28,647.23,650.82,150,4.3388,14-03-1980,90.12839296
1.04,33.61,20.4,27,360.97,345.7,0.39,0.35,0.52,40.61,,3.55,0.77,0.01,0.73,3.28,46.42,136.01,460.99,646.7,646.97,150,4.313133333,15-03-1980,92.56798221
0,34.16,21.23,27.7,363.47,349,0.56,0.64,0.85,41.42,,3.63,0.82,0.09,0.71,3.13,46.37,135.82,460.71,646.03,645.21,150,4.3014,16-03-1980,107.4963887
0.06,35.41,21.62,28.52,372.1,327.37,1.02,1.01,1.44,46.01,,3.78,0.76,0.39,0.65,3.19,46.32,135.63,460.42,645.56,644.86,150,4.299066667,17-03-1980,119.3610462
0,35.62,22.07,28.84,368.92,346.74,0.69,1.52,1.67,40.3,,3.74,0.72,0.11,0.67,3.1,46.27,135.45,460.14,644.96,644.24,150,4.294933333,18-03-1980,117.7286626
0,35.09,21.86,28.48,372.19,336.04,1,1.17,1.54,45.87,,3.47,0.65,0.34,0.64,3.25,46.22,135.28,459.87,644.62,643.97,150,4.293133333,19-03-1980,121.1614863
0,35.13,21.85,28.49,379.03,336.47,0.89,0.92,1.28,35.92,,3.68,0.68,0.21,0.64,3.27,46.19,135.13,459.63,644.22,643.54,150,4.290266667,20-03-1980,55.52
0,35.87,22.62,29.24,381.94,342.89,0.58,0.64,0.86,44.65,,3.55,0.63,0.3,0.61,3.4,46.14,134.96,459.39,643.89,643.26,150,4.2884,21-03-1980,68.90933333
0.07,35.73,22.37,29.05,376.27,349.14,1.02,0.38,1.09,42.82,,3.73,0.66,0.29,0.64,3.47,46.1,134.81,459.14,643.52,642.93,150,4.2862,22-03-1980,75.62924444
0,36.4,22.04,29.22,381.81,350.91,1.13,0.7,1.33,44.48,,3.82,0.65,0.2,0.66,3.61,46.07,134.66,458.9,643.24,642.59,150,4.283933333,23-03-1980,87.02518815
0,37.64,23.3,30.47,384.64,328.87,0.85,1.13,1.41,41.91,,3.71,0.76,0.66,0.67,3.87,46.03,134.5,458.64,643.04,642.28,150,4.281866667,24-03-1980,83.98928583
0,37.59,23.34,30.47,387.95,346.22,0.41,2.03,2.07,49.03,,3.73,0.64,0.26,0.68,4.1,45.99,134.36,458.39,642.84,642.2,150,4.281333333,25-03-1980,63.18
0,36.41,23.33,29.87,392.13,349.62,0.7,1.79,1.92,54.57,,3.61,0.59,0.47,0.73,4.59,45.94,134.17,458.11,642.81,642.22,150,4.281466667,26-03-1980,70.784
0,36.95,23.23,30.09,382.45,355.69,0.26,1.08,1.11,43.18,,3.82,0.61,0.24,0.83,4.47,45.91,134.02,457.86,642.26,641.65,150,4.277666667,27-03-1980,72.87653333
0,35.91,22.95,29.43,384.85,358.68,0.48,1.8,1.86,42.89,,4,0.61,0.1,0.79,4.17,45.87,133.87,457.61,641.52,640.91,150,4.272733333,28-03-1980,74.78180444
0,36.09,23.77,29.93,393.63,343.26,0.96,2.29,2.48,47.98,,3.67,0.55,0.07,0.72,4.03,45.83,133.71,457.36,640.93,640.38,150,4.2692,29-03-1980,86.48847615
0,35.4,24.57,29.98,392.81,346.95,1.62,0.71,1.77,45.88,,3.79,0.73,0.16,0.73,3.96,45.79,133.54,457.09,640.38,639.65,150,4.264333333,30-03-1980,102.4393682
3.5,35.99,24.88,30.44,402.35,306.52,0.28,1.55,1.58,58.14,,3.61,0.66,0.49,0.66,4.73,45.74,133.36,456.8,640.63,643.47,150,4.2898,31-03-1980,80.22
0.68,35.91,24.38,30.14,398.12,322.53,0.63,1.86,1.96,57.36,,3.52,0.57,0.28,0.82,5,45.7,133.19,456.53,640.42,640.53,150,4.2702,01-04-1980,75.82
1.74,34.86,23.74,29.3,392.75,286.52,0.71,1.24,1.43,52.99,,3.63,0.61,0.53,0.82,5.24,45.66,133.03,456.25,640.18,641.31,150,4.2754,02-04-1980,80.066
5.87,35.08,23.8,29.44,390.72,292.26,1,0.27,1.04,51.81,,3.15,0.92,0.2,0.95,5.7,45.61,132.86,455.98,640.15,645.1,150,4.300666667,03-04-1980,78.35513333
5.71,35.1,23.2,29.15,382.06,355.39,0.24,1.07,1.1,50.12,,3.85,1.06,0.3,0.98,5.52,45.58,132.7,455.73,639.53,644.18,150,4.294533333,04-04-1980,97.89158444
0,34.89,23.97,29.43,386.35,338.73,0.1,0.69,0.7,49.15,,3.84,1.4,0.22,0.93,5.27,45.54,132.54,455.47,638.82,637.42,150,4.249466667,05-04-1980,97.37133681
1.71,35.3,23.69,29.49,391.18,352.63,-0.62,0.98,1.16,54.22,,3.84,1.71,0.52,0.84,5.28,45.5,132.38,455.22,638.38,638.38,150,4.255866667,06-04-1980,95.85517998
0.67,35.77,23.13,29.45,392.72,356.68,-0.28,0.45,0.53,50.17,,4.06,1.46,0.4,0.92,5.35,45.47,132.23,454.94,637.99,637.2,150,4.248,07-04-1980,85.47
0,35.79,23.58,29.68,397.34,345.16,-0.03,0.67,0.67,45.3,,3.98,1.14,0.81,0.86,5.18,45.43,132.09,454.7,637.4,636.26,150,4.241733333,08-04-1980,85.04766667
3.61,37.18,24.54,30.86,400.28,354.57,0.46,0.96,1.06,47.3,,3.95,1.01,0.43,0.81,5.32,45.4,131.95,454.46,637.13,639.73,150,4.264866667,09-04-1980,82.49685556
0.18,37.57,25.42,31.5,399.28,355.94,1.51,1.19,1.92,41.85,,3.66,0.7,0.6,0.85,5.38,45.37,131.82,454.24,636.81,636.29,150,4.241933333,10-04-1980,80.38467519
0,38.3,25.38,31.84,403.44,344.31,1.31,1.68,2.13,47.82,,3.81,0.71,0.8,0.84,5.74,45.34,131.68,454,636.76,636.05,150,4.240333333,11-04-1980,78.22696095
0,37.95,26.09,32.02,401.85,357.9,1.32,0.81,1.55,45.65,,4.02,0.75,0.5,0.86,5.53,45.31,131.54,453.77,636.15,635.4,150,4.236,12-04-1980,83.71374194
0,38,25.81,31.9,406.03,344.45,0.64,1.2,1.36,48.5,,3.86,0.62,0.52,0.8,5.51,45.28,131.42,453.56,635.77,635.15,150,4.234333333,13-04-1980,86.58203656
0.06,38.23,25.65,31.94,405.87,326.81,0.69,0.51,0.86,47.27,,3.71,0.53,0.63,0.79,5.38,45.25,131.29,453.34,635.26,634.79,150,4.231933333,14-04-1980,56.15
0,38.19,25.55,31.87,406.78,358.61,0.27,0.86,0.9,46.38,,3.65,0.88,0.68,0.81,5.62,45.22,131.17,453.12,635.13,634.25,150,4.228333333,15-04-1980,78.88833333
2.64,38.96,25.44,32.2,407.26,354.78,0.74,0.7,1.02,56.85,,3.74,0.92,1.09,0.98,7.13,45.19,131.03,452.88,636.23,637.95,150,4.253,16-04-1980,75.78594444
0.94,37.55,24.81,31.18,406.44,352.93,0.44,0.85,0.96,50.53,,3.78,0.88,0.93,1.06,7.22,45.16,130.9,452.63,635.91,635.97,150,4.2398,17-04-1980,83.59443148
1.94,37.93,25.99,31.96,415.18,342.82,0.69,1.78,1.91,46.65,,3.7,1.05,0.54,1.09,7.38,45.13,130.75,452.39,635.65,636.54,150,4.2436,18-04-1980,81.8198066
9.27,37.04,26.32,31.68,411.75,354.13,0.25,1.26,1.28,47.66,,3.53,0.92,0.47,1.12,7.13,45.1,130.62,452.15,635,643.35,150,4.289,19-04-1980,64.05
0,37.73,25.82,31.78,405.67,361.78,0.76,1.36,1.56,50.5,,4.22,1.02,0.52,1.1,7.48,45.07,130.49,451.93,634.97,633.95,150,4.226333333,20-04-1980,75.99166667
2.47,38.17,26.15,32.16,404.22,371.48,0.57,1.23,1.36,48.83,,4.24,1.03,0.24,1.18,7.23,45.04,130.37,451.71,634.35,635.79,150,4.2386,21-04-1980,79.28805556
0.95,38.4,27.71,33.06,411.59,368.79,1.4,1.29,1.9,46.95,,4.15,1.22,0.3,1.07,6.64,45.02,130.26,451.5,633.42,633.15,150,4.221,22-04-1980,86.60243519
5.58,38.76,26.53,32.64,416.35,363.01,1.32,1.4,1.92,48.71,,4.37,1.38,0.64,0.99,6.62,44.99,130.14,451.27,633.02,637.22,150,4.248133333,23-04-1980,89.91154228
1.44,38.07,26.51,32.29,419.36,359.48,1.51,0.93,1.77,44.17,,4.37,1.19,0.55,0.97,6.3,44.97,130.03,451.08,632.38,632.63,150,4.217533333,24-04-1980,91.66731011
10.78,38.3,26.66,32.48,409.73,346.03,1.49,0.97,1.78,41.04,,4.18,0.77,0.13,0.94,5.77,44.94,129.91,450.87,631.49,641.5,150,4.276666667,25-04-1980,84.22
0,38.57,26.23,32.4,405,361.82,1.14,1,1.52,43.82,,4.32,0.65,0.1,0.85,5.25,44.92,129.81,450.68,630.66,630.01,150,4.200066667,26-04-1980,81.356
2.35,38.26,26.5,32.38,403.84,367.63,1.45,1.39,2.01,45.61,,4.14,0.64,0.37,0.83,5.33,44.89,129.68,450.45,630.35,632.06,150,4.213733333,27-04-1980,77.55213333
0.83,37.85,26.8,32.33,410.69,354.7,1.09,1.39,1.77,48.9,,4.1,0.96,0.8,0.83,6.12,44.86,129.55,450.22,630.75,630.62,150,4.204133333,28-04-1980,79.44635111
4.22,37.7,25.17,31.44,410.5,363.29,0.41,1.39,1.45,55.56,,3.88,1.31,1.04,0.89,7.23,44.84,129.43,449.99,631.49,634.4,150,4.229333333,29-04-1980,89.8493557
2.72,37.68,24.66,31.17,400.52,370.49,0.4,1.03,1.1,54.87,,4.12,1.48,0.78,1.08,7.28,44.81,129.32,449.77,631.18,632.42,150,4.216133333,30-04-1980,89.84792528
1.16,37.6,24.66,31.13,404.95,371.21,0.66,1.53,1.67,50.3,,4.37,1.38,0.47,1.1,7.22,44.79,129.2,449.53,630.74,630.52,150,4.203466667,01-05-1980,79.23
0,37.11,26.09,31.6,404.93,370.79,0.68,2.02,2.13,50.94,,4.25,0.92,0.65,1.04,6.92,44.76,129.08,449.32,630.08,629.16,150,4.1944,02-05-1980,79.48566667
0.39,37.35,26.57,31.96,404.53,372.01,1.09,1.64,1.97,45.65,,4.31,0.88,0.46,1.04,6.78,44.74,128.97,449.1,629.59,629.1,150,4.194,03-05-1980,77.34092222
5.64,37.65,26.58,32.11,404.96,374.49,1.24,1.08,1.64,47.67,,4.28,0.75,0.24,1.05,6.81,44.71,128.85,448.88,629.25,634.14,150,4.2276,04-05-1980,76.90925074
0.02,38.42,27.64,33.03,409.58,366.76,1.6,1.58,2.25,43.36,,4.49,0.77,0.14,1.03,6.3,44.69,128.73,448.67,628.39,627.64,150,4.184266667,05-05-1980,78.86252547
0.81,39.03,28.28,33.66,416,358.45,1.57,1.48,2.16,48.13,,4.45,0.77,0.24,0.93,6.02,44.67,128.62,448.46,627.77,627.81,150,4.1854,06-05-1980,66.71
0.61,39.14,28.14,33.64,414.24,373.11,1.53,1.55,2.18,41.18,,4.28,0.78,0.47,0.88,5.55,44.65,128.52,448.29,627.01,626.84,150,4.178933333,07-05-1980,66.393
1.59,39.28,26.6,32.94,415.18,370.23,1.58,0.98,1.86,46.28,,3.37,0.82,0.28,0.86,5.72,44.62,128.41,448.04,626.79,627.56,150,4.183733333,08-05-1980,70.09556667
2.65,37.8,24.12,30.96,412.29,329.68,1.55,0.27,1.57,43.47,,4.29,0.96,0.38,0.85,5.23,44.6,128.28,447.82,625.93,627.62,150,4.184133333,09-05-1980,80.20052556
0.11,37.81,27.1,32.46,405.76,369.07,1.62,0.44,1.68,35.95,,4.28,0.75,0.28,0.77,4.86,44.58,128.19,447.66,625.29,624.65,150,4.164333333,10-05-1980,80.32699952
0.67,38.77,26.8,32.79,406.33,370.46,1.22,0.63,1.37,50.78,,4.19,0.93,0.61,0.73,4.95,44.55,128.08,447.44,625.02,624.76,150,4.165066667,11-05-1980,81.3170997
3.62,38.77,26.55,32.66,410,344.4,0.87,1.04,1.36,64.14,,4.24,1.07,1.07,0.7,7.49,44.53,127.96,447.21,627.19,629.74,150,4.198266667,12-05-1980,80.41082981
3.77,38.34,24.36,31.35,405.05,376.19,0.68,1.51,1.66,46.61,,4.41,1.29,0.32,1.15,6.95,44.51,127.85,446.99,626.3,628.78,150,4.191866667,13-05-1980,86.70685888
7.05,38.08,26.38,32.23,412.51,370.36,0.34,1.37,1.41,54.77,,4.4,1.04,1.04,1.02,7.35,44.48,127.73,446.77,626.33,632.34,150,4.2156,14-05-1980,90.16434396
3.61,37.42,26.02,31.72,416.34,343.38,0.13,1.74,1.74,54.95,,4.04,1.02,0.95,1.09,8.13,44.46,127.61,446.54,626.74,629.33,150,4.195533333,15-05-1980,94.12408451
