prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,3105
4.17,29.9,24.38,27.14,422.24,170.25,1.03,0.33,1.08,89.44,3.42,3.25,2.99,0.7,1.72,35.99,75.02,119.81,395.82,626.64,627.82,150,4.185466667,27-06-1982,6.454545455
12.59,32.86,24.79,28.82,414.94,308.68,0.98,0.65,1.18,79.77,4.98,4.23,3.39,0.06,3.54,32.33,74.82,120.1,395.54,622.79,631.99,150,4.213266667,28-06-1982,6.454545455
0,33.6,25.45,29.52,405.59,384.01,1.44,-0.68,1.59,71.57,5.58,4.5,2.93,0.01,4.56,28.57,73.93,120.29,395.27,618.06,615.13,150,4.100866667,29-06-1982,6.454545455
0,35.48,25.75,30.62,403.36,388.68,1.24,-0.4,1.3,65.07,5.8,4.47,2.78,0,4.56,24.91,73.06,120.43,395,613.4,610.62,150,4.0708,30-06-1982,6.454545455
0,36.64,26.56,31.6,390.13,390.66,1.67,-0.28,1.69,55.4,5.93,4.25,2.51,0,4.21,21.55,72.28,120.48,394.73,609.04,606.53,150,4.043533333,01-07-1982,6.454545455
0,36.87,25.78,31.32,395.25,391.96,1.74,0.34,1.77,55.76,5.68,3.99,2.75,0,3.71,18.62,71.6,120.51,394.44,605.17,602.42,150,4.016133333,02-07-1982,6.454545455
0.18,36.65,26.62,31.64,403.48,384.13,1.81,0.93,2.03,59.49,5.23,3.96,2.41,0.08,3.11,16.3,70.95,120.52,394.19,601.96,599.73,150,3.9982,03-07-1982,6.454545455
0,36.46,26.83,31.64,409.28,362.65,1.46,0.85,1.69,67.34,4.4,3.61,2.84,1.11,2.55,14.82,70.32,120.52,393.87,599.53,596.69,150,3.977933333,04-07-1982,6.454545455
1.87,35.87,26.42,31.14,414.2,330.33,1.81,0.28,1.83,73.95,4.05,3.39,2.45,2.17,1.89,15.39,69.73,120.47,393.62,599.21,598.63,150,3.990866667,05-07-1982,6.454545455
0.12,35.05,26.61,30.83,414.98,370.6,0.73,0.21,0.76,80.08,4.1,3.61,2.18,1.4,2,15.42,69.25,120.44,393.36,598.47,596.41,150,3.976066667,06-07-1982,6.454545455
0,35.89,26.6,31.24,422.66,323.19,1.04,-0.49,1.15,77.91,4.04,3.46,2.13,2.92,1.58,16.11,68.73,120.4,393.07,598.31,596.18,150,3.974533333,07-07-1982,6.454545455
7.74,36.03,25.15,30.59,430.39,226.76,0.39,0.45,0.6,85.73,3.73,3.32,2.9,2.33,1.22,21.06,68.4,120.44,392.97,602.87,607.71,150,4.0514,08-07-1982,6.454545455
8.18,35.55,24.44,29.99,419.17,253.67,0.38,-0.02,0.38,93.17,2.27,2.06,1.92,0.99,1.63,26.27,68.03,120.44,392.83,607.57,613.83,150,4.0922,09-07-1982,6.454545455
7.46,31.57,24.16,27.86,421.23,252.43,0.87,0.54,1.02,95.18,1.8,1.86,1.84,2.72,0.68,38.68,70.45,120.5,392.78,622.41,628.03,150,4.186866667,10-07-1982,6.454545455
21.17,30.49,23.51,27,418.67,248.74,1.16,0.05,1.16,87.15,1.82,1.66,1.58,2.37,1.52,38.95,75,120.72,392.72,627.39,646.98,150,4.3132,11-07-1982,6.454545455
5.19,30.09,24.49,27.29,414.28,271.58,1.44,1,1.75,87.67,3.15,2.88,2.69,3.24,1.96,38.33,79.97,121.85,392.61,632.76,635.26,150,4.235066667,12-07-1982,6.454545455
9.96,31.24,25.01,28.12,413.88,280.02,0.65,1.46,1.6,80.4,3.32,3.01,2.77,2.82,2.45,36.41,81.53,122.44,392.48,632.86,640.05,150,4.267,13-07-1982,6.454545455
18.35,33.46,25.75,29.6,415.26,301.2,0.7,1.34,1.51,86.27,3.51,3.05,2.82,2.5,2.25,35.92,82.62,123.17,392.35,634.06,649.59,150,4.3306,14-07-1982,6.454545455
7.66,33.38,24.53,28.96,415.45,311.79,0.93,0.38,1,90.41,3.76,3.21,2.97,2.12,1.99,35.69,83.59,123.96,392.21,635.45,640.14,150,4.2676,15-07-1982,6.454545455
13.22,31.31,23.47,27.39,416.09,308.74,1.71,-0.28,1.73,92.84,2.59,2.44,2.34,1.47,2.05,33.89,83.45,124.7,392.05,634.09,644.97,150,4.2998,16-07-1982,6.454545455
19.79,29.76,23.19,26.48,421.27,156.28,2.1,0,2.1,90.01,2.13,2.02,1.9,2.26,0.88,37.24,86.18,125.92,391.99,641.33,659.22,150,4.3948,17-07-1982,6.454545455
27.8,30.48,23.09,26.78,428.45,95.9,2.56,-0.42,2.59,95.66,1.24,1.41,1.41,1.28,0.41,38.82,92.1,129.21,391.96,652.09,678.48,150,4.5232,18-07-1982,6.454545455
44.32,25.88,22.59,24.24,425.14,227.43,1.35,0.29,1.38,95.79,2.28,2.15,2.08,3.33,0.78,38.56,97.33,137.22,391.94,665.05,707.29,150,4.715266667,19-07-1982,6.454545455
22.26,26.12,22.89,24.51,430.15,141.19,1.84,2.49,3.1,95.42,1.22,1.16,1.11,2.29,0.67,38.66,99.77,144.27,391.89,674.59,695.74,150,4.638266667,20-07-1982,6.454545455
6.54,30.61,24.09,27.35,415.46,290.57,0.91,2.41,2.58,84.45,3.37,2.99,2.72,1.55,1.83,36.44,99.71,150.09,391.75,677.99,681.81,150,4.5454,21-07-1982,6.454545455
6.22,31.53,24.66,28.1,417.86,285.92,0.92,1.84,2.06,80.51,3.59,3.05,2.77,2.21,2.56,35.52,97.34,152.12,391.59,676.57,680.02,150,4.533466667,22-07-1982,6.454545455
4.49,32.02,23.94,27.98,418.72,207.29,1.06,0.83,1.35,83.61,2.03,1.89,1.77,2.66,1.41,36.8,97.31,154.14,391.53,679.78,682.5,150,4.55,23-07-1982,6.454545455
16.07,29.79,23.49,26.64,417.63,265.46,1.81,0.82,1.99,89.06,1.46,1.51,1.43,2.76,1.84,36.61,96.3,155.95,391.43,680.29,694.93,150,4.632866667,24-07-1982,6.454545455
27.95,29.37,23.94,26.66,416.06,272.85,1.62,1.03,1.92,81.07,1.72,1.53,1.41,1.36,2.52,35.32,95.74,157.67,391.31,680.04,706.58,150,4.710533333,25-07-1982,6.454545455
9.23,31.36,23.94,27.65,410.94,320.8,3.37,0.03,3.37,86,2.59,2.38,2.21,2.72,2,34.91,94,159.05,391.18,679.14,686.16,150,4.5744,26-07-1982,6.454545455
27.59,30.79,23.78,27.28,417.71,276.86,2.89,0.15,2.89,93.3,1.42,1.32,1.28,3.1,1.61,34.92,92.55,160.05,391.12,678.64,704.95,150,4.699666667,27-07-1982,6.454545455
21.97,29.9,24.64,27.27,422.39,172.44,2.44,1.78,3.02,87.67,1.49,1.4,1.32,2.14,1.24,35.46,92.4,160.99,391.02,679.87,700.52,150,4.670133333,28-07-1982,6.454545455
15.19,29.94,23.68,26.81,425.68,132.13,1.57,1.36,2.08,90.26,2.04,1.74,1.62,1.64,0.95,37.14,95.75,163.44,391.03,687.36,700.93,150,4.672866667,29-07-1982,6.454545455
4.1,30.62,24.08,27.35,414.14,314.09,2.51,0.45,2.55,83.8,3.18,2.91,2.6,1.69,2.32,36.05,95.61,165.44,390.94,688.04,689.54,150,4.596933333,30-07-1982,6.454545455
2.12,31.73,24.6,28.16,408.32,337.08,2.33,0.56,2.4,76.53,3.59,3.2,2.79,1.33,3.61,33.77,93.36,166.64,390.76,684.53,683.86,150,4.559066667,31-07-1982,6.454545455
5.63,32.22,25.13,28.67,414.82,287.43,1.05,0.06,1.05,94.27,2.59,2.31,2.16,2.89,1.54,35.09,91.64,167.48,390.7,684.91,688.38,150,4.5892,01-08-1982,6.454545455
16.43,31.34,24.46,27.9,418.74,165.89,0.91,0.14,0.92,89.17,1.83,1.7,1.58,1.37,1.12,34.83,91.01,168.22,390.66,684.72,699.57,150,4.6638,02-08-1982,6.454545455
17.29,31.02,24.02,27.52,410.63,157.63,0.44,0.81,0.92,86.62,3.38,3.1,2.8,0.99,1.98,36.17,91.47,168.91,390.55,687.1,701.59,150,4.677266667,03-08-1982,6.454545455
1.76,31.16,24.41,27.78,406,316.71,0.97,0.05,0.97,88.6,3.18,2.9,2.66,3.41,1.88,35.54,90.76,169.47,390.46,686.23,685.33,150,4.568866667,04-08-1982,6.454545455
11.56,32.14,25.08,28.61,406.73,352.73,1.51,0.08,1.51,89.49,3.79,3.38,3.07,1.4,2.87,34.36,89.86,169.91,390.38,684.51,693,150,4.62,05-08-1982,6.454545455
23.79,32.3,25.08,28.69,414.83,223.3,1.35,-0.26,1.37,93.09,2.24,2.17,2.03,3.47,1.01,36.77,90.3,170.5,390.32,687.89,709.65,150,4.731,06-08-1982,6.454545455
29.35,29.85,22.7,26.28,414.51,72.18,1.1,0.58,1.24,93.09,0.47,0.66,0.66,1.28,0.42,37.61,100.63,178.8,390.37,707.41,736.1,150,4.907333333,07-08-1982,6.454545455
15.75,27.06,22.5,24.78,413.22,203.81,4,0.56,4.04,83.94,1.03,0.98,0.93,1.6,1.85,36.92,100.11,186.05,390.36,713.44,728.26,150,4.855066667,08-08-1982,6.454545455
8.62,29.64,23.21,26.42,408.95,300.55,2.98,0.48,3.02,80.97,3.47,3.05,2.71,1.2,3.09,34.9,97.11,188.16,390.26,710.43,716.34,150,4.7756,09-08-1982,6.454545455
12.01,31.28,24.18,27.73,421.21,229.18,2.16,-0.17,2.17,84.78,2.12,1.97,1.82,1.89,2.11,36.04,95.34,189.56,390.29,711.23,721.42,150,4.809466667,10-08-1982,6.454545455
14.81,30.61,23.52,27.06,419.84,136.34,3.51,-0.79,3.6,92.98,1.8,1.8,1.7,2.87,0.91,38.07,96.62,191.09,390.39,716.17,729.28,150,4.861866667,11-08-1982,6.454545455
58.13,26.58,22.73,24.66,426.31,23.91,4.67,-0.05,4.67,96.79,1.49,1.51,1.46,2.01,0.1,38.73,101.89,199.92,390.56,731.1,787.77,150,5.2518,12-08-1982,6.454545455
50.74,25.19,22.12,23.66,426.04,31.62,3.84,1.64,4.18,94.31,1.12,1.05,1,1.75,0.25,38.06,100.75,224.52,391.65,754.98,804.72,150,5.3648,13-08-1982,6.454545455
14.49,26.82,23,24.91,417.75,172.18,3.1,0.62,3.16,84.68,1.89,1.6,1.48,1.6,1.92,36.85,98.82,229.49,392.49,757.65,770.66,150,5.137733333,14-08-1982,6.454545455
13.82,29.95,23.9,26.92,417.99,294.23,2.96,0.2,2.97,88.43,3.39,2.82,2.55,2.57,1.82,36.77,96.36,231.97,393.03,758.13,769.4,150,5.129333333,15-08-1982,6.454545455
30.24,30.78,24.19,27.48,422.71,126.99,3,-0.23,3.01,94.82,1.89,1.9,1.78,1.4,0.66,37.36,95.57,233.87,393.68,760.48,788.94,150,5.2596,16-08-1982,6.454545455
18.7,28.91,23.19,26.05,421.71,166.94,2.56,0.68,2.65,95.28,1,1.08,1.06,2.98,0.59,38.74,97.2,236.31,394.51,766.76,784.4,150,5.229333333,17-08-1982,6.454545455
21.28,28.87,22.88,25.88,423.02,99.26,3.7,0.33,3.71,92.7,1.21,1.23,1.2,1.92,0.63,37.79,97.78,240.82,395.91,772.3,792.38,150,5.282533333,18-08-1982,6.454545455
23.49,27.55,22.91,25.23,422.8,94.35,2.28,0.01,2.28,93.31,0.95,0.98,0.97,1.32,0.69,36.75,95.59,243.09,396.99,772.42,794.94,150,5.2996,19-08-1982,6.454545455
6.66,28.05,23.56,25.8,424.52,194.66,2.98,-0.38,3,91.39,0.47,0.66,0.66,1.43,0.99,37.2,94.99,244.45,397.89,774.53,780.53,150,5.203533333,20-08-1982,6.454545455
20.76,28.62,23.7,26.16,425.49,99.64,3.2,-0.54,3.25,93.29,1.22,1.2,1.15,1.51,0.57,37.78,96.62,246.44,398.93,779.77,799.38,150,5.3292,21-08-1982,6.454545455
33.44,29.7,23.54,26.62,424.32,117.85,3.85,1.46,4.12,93.81,1.12,1.01,0.98,1.83,0.72,37.78,96.57,249.05,400.21,783.61,816.07,150,5.440466667,22-08-1982,6.454545455
19.33,29.54,22.82,26.18,417.78,123.02,2.3,0.47,2.35,94.89,2.34,2.05,1.88,2.04,0.85,37.78,95.72,251.08,401.56,786.14,803.59,150,5.357266667,23-08-1982,6.454545455
2.8,29.63,23.85,26.74,408.63,336.17,3.65,-0.47,3.68,90.65,3.27,2.93,2.64,2.33,2.38,36.06,94.1,252.2,402.66,785.02,785.18,150,5.234533333,24-08-1982,6.454545455
7.05,31.21,23.56,27.38,412.85,257.96,2.82,-0.65,2.89,93.03,1.81,1.65,1.52,1.41,1.44,35.57,92.45,252.57,403.64,784.23,789.76,150,5.265066667,25-08-1982,6.454545455
44.27,29.75,23.42,26.58,416.33,264.37,3.01,-1.35,3.3,91.56,1.02,1,0.97,2.57,1.8,34.82,91.14,252.41,404.62,782.99,826.29,150,5.5086,26-08-1982,6.454545455
48.28,30.17,23.76,26.97,422.77,76.37,3.62,-1.09,3.78,94.42,0.62,1.14,1.14,1.66,0.53,35.05,90.33,252.19,405.66,783.23,830.37,150,5.5358,27-08-1982,6.454545455
34.64,28.44,22.61,25.52,421.32,50.96,3.14,-0.92,3.27,91.69,1.22,1.2,1.17,1.26,0.5,36.43,90.56,251.89,406.67,785.55,819.02,150,5.460133333,28-08-1982,6.454545455
4.67,28.42,23.68,26.05,416.54,142.38,2.1,-0.8,2.25,94.2,2.28,2.1,2,1.52,0.52,36.67,90.8,251.7,407.64,786.81,789.48,150,5.2632,29-08-1982,6.454545455
0,29.69,24.13,26.91,413.84,160.78,1.29,-0.2,1.31,93.71,2.5,2.15,1.98,1.85,0.93,35.79,90.62,251.5,408.54,786.45,784.47,150,5.2298,30-08-1982,6.454545455
1.01,30.87,24.33,27.6,410.82,299.92,0.8,0.78,1.12,86,3.17,2.9,2.6,1.51,2.96,34.34,89.79,250.91,409.33,784.37,782.78,150,5.218533333,31-08-1982,6.454545455
0.24,32.04,24.43,28.24,401.87,332.96,1.27,-0.17,1.28,88.6,3.92,3.44,3.09,0.63,3.14,32.81,88.75,250.04,410.03,781.63,778.78,150,5.191866667,01-09-1982,6.454545455
2.85,32.59,24.03,28.31,399.67,296.45,1.44,-0.11,1.44,87.09,3.71,3.35,3.01,3.86,1.79,33.09,87.92,249.16,410.74,780.91,780.75,150,5.205,02-09-1982,6.454545455
0.81,32.72,23.56,28.14,401.42,336.5,1.73,-0.37,1.77,83.09,3.35,3.09,2.8,0.69,3.93,30.67,87.01,247.92,411.23,776.83,774.84,150,5.1656,03-09-1982,6.454545455
2.47,32.29,23.28,27.78,394.91,330.16,2.15,-0.8,2.29,79.83,4.07,3.52,3.08,1.19,3.69,28.7,86.07,246.61,411.68,773.06,772.45,150,5.149666667,04-09-1982,6.454545455
0.75,32.2,24.45,28.33,405.25,279.04,2.97,-1.21,3.21,90.74,2.27,2.11,1.95,1.85,1.54,28.96,85.43,245.62,412.22,772.23,771.03,150,5.1402,05-09-1982,6.454545455
1.08,31.4,22.87,27.14,425.72,104.15,2.77,-0.56,2.83,95.88,0.41,0.6,0.59,1.33,0.39,30.92,85.17,244.93,412.87,773.89,774.38,150,5.162533333,06-09-1982,6.454545455
5.8,28.26,23.57,25.92,429.03,92.13,2.39,-0.64,2.47,95.98,1.47,1.42,1.34,1.25,0.36,32.02,85.12,244.3,413.49,774.93,779.39,150,5.195933333,07-09-1982,6.454545455
30.68,30.95,23.59,27.27,423.34,146.81,1.52,-0.72,1.68,94.52,1.79,1.74,1.64,2.26,0.56,35.35,85.63,243.7,414.08,778.76,807.8,150,5.385333333,08-09-1982,6.454545455
27.6,29.41,23.74,26.58,423.59,267.27,0.42,-0.28,0.5,93.76,1.3,1.35,1.32,2.79,1.52,36.25,86.33,243.1,414.56,780.24,806.52,150,5.3768,09-09-1982,6.454545455
20.4,27.28,23.36,25.32,429.65,182.33,1.34,0.87,1.6,95.37,0.84,0.94,0.93,2.13,0.53,38.52,89.71,243.24,415.11,786.58,806.05,150,5.373666667,10-09-1982,6.454545455
3.71,28.28,23.47,25.88,427.75,135.53,1.84,1.64,2.46,91.81,0.79,0.83,0.81,1.58,0.88,37.3,91.37,244.13,415.71,788.51,791.41,150,5.276066667,11-09-1982,6.454545455
8.1,29.67,23.75,26.71,417.18,115.37,1.57,0.24,1.59,92.97,1.45,1.36,1.29,1.4,0.6,36.66,91.46,244.78,416.37,789.27,796.08,150,5.3072,12-09-1982,6.454545455
1.29,30.03,23.76,26.9,407.84,304.75,1.4,0.35,1.44,88.96,3.33,3.14,2.89,2.31,2.66,34.99,90.56,244.86,416.89,787.3,785.7,150,5.238,13-09-1982,6.454545455
3.17,32.17,24.06,28.12,409.87,323.39,0.59,-0.22,0.63,88.43,3.8,3.43,3.15,0.77,3.12,33.6,89.42,244.51,417.37,784.9,784.92,150,5.2328,14-09-1982,6.454545455
1.69,32.47,24.12,28.3,405.87,309.57,0.85,0.15,0.86,86.03,3.69,3.39,3.16,1.52,2.88,31.87,88.24,243.82,417.78,781.71,780.24,150,5.2016,15-09-1982,6.454545455
4.68,30.77,23.33,27.05,412.28,317.61,0.3,0.42,0.52,84.87,3.45,3.21,2.97,1.51,2.76,30.62,87.19,242.98,418.15,778.94,780.65,150,5.204333333,16-09-1982,6.454545455
1.38,31.49,24.52,28,410.44,263.01,-0.57,0.09,0.58,86.29,3.57,3.25,3.01,1.93,2.35,30.05,86.3,242.1,418.52,776.97,775.34,150,5.168933333,17-09-1982,6.454545455
7.19,32.11,23.52,27.82,416.67,157.65,0.38,-0.12,0.4,87.25,3.63,3.34,3.11,2.4,1.11,31.93,85.74,241.41,418.99,778.07,782.15,150,5.214333333,18-09-1982,6.454545455
14.85,31.29,23.87,27.58,408.11,231.37,0.36,0.25,0.44,85.94,3.61,3.37,3.1,2.48,1.55,33.72,85.52,240.7,419.39,779.33,791.08,150,5.273866667,19-09-1982,6.454545455
0.68,31.35,23.72,27.54,404.6,302.7,0.33,0.16,0.37,86.95,3.45,3.26,3.03,1.94,2.48,33.3,85.26,239.89,419.74,778.19,775.84,150,5.172266667,20-09-1982,6.454545455
1.32,31.89,24.15,28.02,402.2,297.62,-0.07,-0.26,0.27,89.18,3.31,3.08,2.89,1.96,2.23,32.2,84.88,238.99,419.98,776.05,774.48,150,5.1632,21-09-1982,6.454545455
0.77,31.94,23.8,27.87,405.79,317.69,-0.29,0.13,0.32,84.25,3.66,3.35,3.15,1.3,2.86,30.6,84.31,238,420.15,773.06,770.68,150,5.137866667,22-09-1982,6.454545455
8.82,31.75,23.29,27.52,411.6,276.74,0.35,0.59,0.69,92.53,3.12,2.92,2.76,3.02,1.45,33.07,84.02,237.36,420.48,774.93,780.99,150,5.2066,23-09-1982,6.454545455
8.33,30.44,23.07,26.76,403.5,284.98,0.08,0.41,0.42,85.32,3.27,3,2.85,2.15,1.85,33.1,83.94,236.56,420.71,774.31,779.79,150,5.1986,24-09-1982,6.454545455
6.23,29.87,23.42,26.65,389.2,319.74,-0.9,0.07,0.9,82.8,3.28,2.97,2.78,0.39,3.32,30.51,83.49,235.5,420.77,770.27,773.72,150,5.158133333,25-09-1982,6.454545455
3.52,29.94,23.59,26.76,393.45,330.93,-0.95,-0.17,0.97,79.86,3.41,3.1,2.88,0.02,3.39,28.27,82.84,234.45,420.8,766.36,767,150,5.113333333,26-09-1982,6.454545455
0.74,30.33,23.86,27.1,404.76,302.35,0.84,0.15,0.85,93.77,3.38,3.15,2.92,2.81,1.55,29.66,82.38,233.69,420.95,766.68,764.5,150,5.096666667,27-09-1982,6.454545455
1.53,31.46,22.88,27.17,393.93,322.07,0.4,-0.3,0.5,79.89,3.92,3.44,3.17,0.1,3.52,27.31,81.78,232.64,420.94,762.67,761.03,150,5.073533333,28-09-1982,6.454545455
0,31.36,22.39,26.88,370.85,333.64,0.49,-1.19,1.29,74.54,4.08,3.47,3.2,0,3.53,25.03,81.14,231.54,420.91,758.62,755.42,150,5.036133333,29-09-1982,6.454545455
0,31.73,21.8,26.76,366.25,332.78,0.47,-0.38,0.6,75.14,4.16,3.58,3.27,0,3.52,22.82,80.48,230.38,420.77,754.45,751.18,150,5.007866667,30-09-1982,6.454545455
0,33.06,23.23,28.15,378.8,328.82,-0.41,-1.2,1.27,75.75,3.9,3.17,2.86,0.01,3.24,20.95,79.91,229.27,420.68,750.81,747.95,150,4.986333333,01-10-1982,6.454545455
0,33.39,22.7,28.04,385.94,325.73,-1.03,-0.03,1.03,77.11,4.18,3.28,2.94,0,2.98,19.21,79.38,228.18,420.53,747.3,744.36,150,4.9624,02-10-1982,6.454545455
0,33.17,22.31,27.74,390.93,321.29,-0.66,-0.14,0.67,73.02,3.89,3.35,2.99,0.09,2.7,17.69,78.87,227.12,420.39,744.07,741.08,150,4.940533333,03-10-1982,6.454545455
0,32.43,22.12,27.28,391.67,309.85,-0.33,0.21,0.39,74.68,3.8,3.27,2.9,0.09,2.36,16.47,78.38,226.07,420.27,741.19,738.29,150,4.921933333,04-10-1982,6.454545455
0,32.59,22.24,27.42,384.34,322.75,-0.34,-0.15,0.37,70.75,3.85,3.26,2.89,0.03,2.47,15.2,77.91,225.03,420.07,738.21,735.32,150,4.902133333,05-10-1982,6.454545455
0,32.13,22.61,27.37,387.63,317.92,0.16,0.68,0.7,73.3,3.62,3.21,2.87,0.09,2.3,14.15,77.44,223.99,419.9,735.48,732.61,150,4.884066667,06-10-1982,6.454545455
0.73,32.37,22.88,27.62,378.37,322.33,0.43,-0.93,1.02,66.7,3.91,3.32,2.96,0.03,2.26,13.1,77,223,419.71,732.81,730.58,150,4.870533333,07-10-1982,6.454545455
0,32.58,22.46,27.52,379.22,321.17,0.17,-0.55,0.58,69.09,3.76,3.23,2.85,0.1,2.1,12.12,76.56,222,419.53,730.21,727.36,150,4.849066667,08-10-1982,6.454545455
0,32.79,22.75,27.77,387.96,295.27,0.32,-0.06,0.33,75.12,4,3.48,3.06,0.16,1.87,11.29,76.1,220.99,419.31,727.69,724.63,150,4.830866667,09-10-1982,6.454545455
0,32.78,22.97,27.88,389.38,305.13,0.54,-0.17,0.57,74.81,3.91,3.25,2.86,1.24,1.67,10.73,75.65,220.01,419.08,725.47,722.61,150,4.8174,10-10-1982,6.454545455
0,32.63,22.1,27.36,393.5,301.1,-0.67,0.06,0.67,70.29,4.11,3.38,2.97,1.14,1.72,10.14,75.23,219.08,418.85,723.3,720.33,150,4.8022,11-10-1982,6.454545455
1.55,32.59,22.41,27.5,394.9,293.57,-0.92,0.13,0.93,70.04,3.98,3.26,2.86,0.31,1.62,9.62,74.82,218.16,418.65,721.25,719.94,150,4.7996,12-10-1982,6.454545455
2,32.78,22.07,27.42,385.86,307.41,-0.34,-0.35,0.49,71.1,3.89,3.2,2.8,0.24,1.63,9.16,74.43,217.28,418.45,719.32,718.52,150,4.790133333,13-10-1982,6.454545455
0.77,32.79,22.37,27.58,387.91,298.08,-0.75,-1.49,1.67,67.03,4.19,3.34,2.93,0.61,1.59,8.69,74.01,216.37,418.22,717.29,715.13,150,4.767533333,14-10-1982,6.454545455
0,32.81,22.7,27.76,382.1,304.18,-1.57,-0.82,1.77,62.07,3.98,3.02,2.65,0.24,1.63,8.18,73.61,215.49,417.99,715.27,712.62,150,4.7508,15-10-1982,6.454545455
0,32.18,22.29,27.24,402.6,195.73,-2.65,-1.09,2.87,85.12,3.04,2.39,2.18,0.25,1.36,8.49,73.28,214.75,417.84,714.36,712.18,150,4.747866667,16-10-1982,6.454545455
10.13,29.34,21.18,25.26,405.81,271.59,-1.53,-0.36,1.57,86.35,1.9,1.49,1.45,2.43,1.27,9.58,72.95,214.01,417.69,714.23,722.91,150,4.8194,17-10-1982,6.454545455
0.14,28.75,22.01,25.38,400.82,279.76,-1.37,0.05,1.37,81.42,3.45,3.04,2.88,1.26,1.49,9.71,72.55,213.19,417.48,712.93,710.19,150,4.7346,18-10-1982,6.454545455
4.91,30.1,22.43,26.26,410.39,148.94,-0.7,0.8,1.06,85.5,2.15,1.95,1.87,0.12,1.38,9.65,72.26,212.52,417.37,711.8,714.84,150,4.7656,19-10-1982,6.454545455
0.53,27.45,22.64,25.04,413.09,236.39,-0.61,0.81,1.01,91.82,2.08,1.96,1.89,1.94,1.11,12.72,72.07,212.02,417.31,714.12,712.76,150,4.751733333,20-10-1982,6.454545455
1.52,27.46,22.28,24.87,412.74,55.92,0.07,2.62,2.62,93.81,1.38,1.36,1.35,1.5,0.13,17.29,72.03,211.76,417.37,718.45,718.62,150,4.7908,21-10-1982,6.454545455
6.05,27.3,21.79,24.54,389.34,231.68,1.36,-0.11,1.36,80.99,2.45,2.28,2.25,0.2,1.74,16.98,71.66,211.04,417.21,716.89,720.69,150,4.8046,22-10-1982,6.454545455
0,30.09,22.74,26.42,383.11,299.74,-0.01,-0.83,0.83,75.98,3.05,2.81,2.7,0,2.22,15.9,71.18,210.14,416.93,714.15,711.45,150,4.743,23-10-1982,6.454545455
0.03,30.92,22.97,26.94,394.72,270.69,-0.77,-0.23,0.8,83.43,3.32,2.99,2.89,2.45,1.4,15.81,70.78,209.37,416.74,712.7,709.84,150,4.732266667,24-10-1982,6.454545455
1.17,31.48,21.88,26.68,388.21,285.77,-0.37,0.11,0.39,79.68,3.22,2.94,2.86,0.53,2.01,15.18,70.37,208.58,416.5,710.63,708.94,150,4.726266667,25-10-1982,6.454545455
0.46,30.93,22.13,26.53,391.69,272.07,-0.97,0.46,1.07,74.17,3.1,2.84,2.71,1.21,1.88,14.55,69.93,207.74,416.26,708.48,706.23,150,4.7082,26-10-1982,6.454545455
0.14,30.67,22.54,26.6,392.57,247.46,-0.16,0.29,0.33,85.17,3.22,2.95,2.81,1.95,1.12,16.12,69.69,207.2,416.14,709.15,706.48,150,4.709866667,27-10-1982,6.454545455
1.06,30.55,22.34,26.44,393.65,219.02,-0.48,-0.51,0.7,81.38,3.07,2.81,2.68,2.8,0.87,17.22,69.43,206.67,416.04,709.36,707.74,150,4.718266667,28-10-1982,6.454545455
1.07,30.42,21.93,26.18,385.9,285.7,-0.46,-0.45,0.64,80.64,3.63,3.18,2.97,0.21,2.13,16.44,68.99,205.87,415.8,707.1,705.2,150,4.701333333,29-10-1982,6.454545455
0,30.83,21.65,26.24,372.43,288.7,-1.04,-0.86,1.35,80.44,3.6,3.01,2.8,0.02,2.14,15.41,68.51,205,415.51,704.43,701.63,150,4.677533333,30-10-1982,6.454545455
0,30.89,20.82,25.86,372.42,294.86,-1.43,-1.15,1.84,68.88,4.05,3.19,2.96,0,2.22,14.34,68.03,204.11,415.2,701.68,698.72,150,4.658133333,31-10-1982,6.454545455
0,30.59,21.32,25.96,374.97,286.58,-1.55,-1.8,2.38,60.56,4.22,3.08,2.85,0,2.16,13.31,67.55,203.23,414.94,699.03,696.18,150,4.6412,01-11-1982,6.454545455
0,30.39,21.14,25.76,380.76,292.32,-1.61,-0.74,1.77,73.47,4.05,3.18,3.14,0.04,2.03,12.37,67.06,202.36,414.6,696.39,693.25,150,4.621666667,02-11-1982,6.454545455
0,29.99,21.55,25.77,390.46,283.01,-1.55,0.02,1.55,83.82,3.9,3.01,2.94,0.77,1.85,13.24,66.62,201.54,414.34,695.74,692.8,150,4.618666667,03-11-1982,6.454545455
7.36,30.52,21.49,26,395.65,270.02,-0.62,0.76,0.98,77.85,3.23,2.78,2.65,0.12,1.8,13.6,66.24,200.81,414.09,694.74,699.45,150,4.663,04-11-1982,6.454545455
