prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,Baseflow
0,33.18,22.22,27.7,395.51,284.8,-1.43,-1.25,1.94,56.38,3.99,3.27,3.03,0,0.27,6.47,70.82,209.28,543.67,830.24,827.21,150,5.514733333,20-10-2000,3.943333333
0,33.99,21.87,27.93,354.7,310.15,-0.8,-1.06,1.52,45.52,4.21,3.3,3.06,0,0.25,5.97,70.53,208.66,543.29,828.45,825.39,150,5.5026,21-10-2000,3.39
0,34.45,20.16,27.3,359.25,310.28,0.88,-0.2,0.95,46.6,4.51,3.28,3.02,0,0.13,5.5,70.27,208.07,542.91,826.75,823.73,150,5.491533333,22-10-2000,2.95
0,34.39,20.28,27.34,351.45,306.47,0.63,-0.25,0.82,50.16,4.61,3.26,2.99,0,0.13,5.12,70,207.48,542.53,825.13,822.14,150,5.480933333,23-10-2000,2.52
0,34.72,19.86,27.29,353.06,307.31,0.2,-1.37,1.4,51.2,4.52,3.18,2.9,0,0.1,4.78,69.71,206.88,542.15,823.52,820.62,150,5.4708,24-10-2000,2.416
0,34.33,19.65,26.99,382.38,299.18,-1.24,-1.76,2.17,40.66,4.37,3.14,2.85,0,0.12,4.49,69.42,206.28,541.76,821.95,819.1,150,5.460666667,25-10-2000,2.3368
0,34.08,19.26,26.67,342.51,305.17,-0.95,-2.75,2.91,46.78,4.66,3.08,2.79,0,0.08,4.22,69.08,205.62,541.29,820.21,817.42,150,5.449466667,26-10-2000,2.09
0,33.61,17.66,25.64,335.17,305.4,-0.1,-3.38,3.38,40.18,4.72,3.04,2.74,0,0.08,4,68.72,204.94,540.83,818.49,815.75,150,5.438333333,27-10-2000,2.083666667
0,33.06,17.11,25.08,339.99,297.43,0.18,-1.88,1.93,53.13,4.52,3.05,2.75,0,0.05,3.82,68.34,204.24,540.4,816.8,814.05,150,5.427,28-10-2000,2.066322222
0,31.68,17.79,24.74,375.81,275.2,-1.69,-0.8,1.91,52.91,3.89,2.8,2.52,-0.03,0.04,3.65,67.97,203.56,539.97,815.15,812.63,150,5.417533333,29-10-2000,1.96
0,32.03,19.66,25.84,357.87,263.54,-0.92,-1.46,1.73,74.41,3.49,2.7,2.42,0.01,0.02,3.62,67.62,202.93,539.6,813.77,811.35,150,5.409,30-10-2000,1.66
0,32.39,18.98,25.68,375.98,288.51,-1.55,-1.54,2.19,43.33,3.49,2.66,2.38,0.01,0.07,3.56,67.27,202.3,539.17,812.3,809.92,150,5.399466667,31-10-2000,1.604666667
0,31.91,18.96,25.44,355.28,289.75,-1.88,-1.27,2.29,45.09,3.98,2.88,2.58,0,0.06,3.4,66.93,201.67,538.72,810.72,808.14,150,5.3876,01-11-2000,1.549622222
0,31.89,19.07,25.48,345.93,298.8,-1.04,-1.4,1.78,43.3,4.37,2.91,2.6,0,0.04,3.26,66.59,201.02,538.27,809.14,806.54,150,5.376933333,02-11-2000,1.504760741
0,32.32,20.34,26.33,386.47,289.17,-1.51,-0.84,1.77,51.38,4.11,2.98,2.67,0,0.04,3.12,66.26,200.42,537.85,807.65,804.98,150,5.366533333,03-11-2000,1.41
0,32.41,19.76,26.08,362.66,259.33,0.02,-1.62,1.64,64.03,3.63,2.64,2.35,0.01,0.03,3.06,65.92,199.78,537.37,806.13,803.78,150,5.358533333,04-11-2000,1.349666667
0,32.29,19.33,25.81,349.82,286.65,0.04,-1.71,1.78,49.95,3.98,2.8,2.49,0,0.04,2.97,65.56,199.13,536.91,804.57,802.08,150,5.3472,05-11-2000,1.341455556
0,32.14,18.08,25.11,357.12,291.37,0.36,-1.4,1.46,44.08,4.01,2.76,2.46,0,0.05,2.86,65.24,198.52,536.48,803.1,800.64,150,5.3376,06-11-2000,1.282921852
0,31.95,17.49,24.72,334.8,290.34,-1.08,-1.41,1.78,43.67,4.08,2.74,2.44,0,0.03,2.75,64.91,197.91,536.03,801.6,799.16,150,5.327733333,07-11-2000,1.235850506
0,31.83,17.28,24.56,339.89,283.31,-1.27,-0.55,1.46,47.93,4.01,2.69,2.39,0,0.03,2.66,64.58,197.29,535.55,800.08,797.69,150,5.317933333,08-11-2000,1.196038654
0,32.07,17.12,24.6,328.69,288.51,-1.03,-1.32,1.68,49.6,4.08,2.64,2.33,0,0.02,2.57,64.24,196.67,535.13,798.61,796.28,150,5.308533333,09-11-2000,1.164157814
0,31.86,16.33,24.1,325.98,291.21,-1.9,-0.91,2.12,40.31,4.13,2.66,2.34,0,0.03,2.49,63.92,196.06,534.71,797.18,794.84,150,5.298933333,10-11-2000,1.193966616
0,32.29,15.94,24.12,336.38,288.21,-1.9,-1.29,2.31,41.01,4.04,2.7,2.36,0,0.03,2.41,63.58,195.44,534.22,795.65,793.29,150,5.2886,11-11-2000,1.242845523
0,32.23,15.97,24.1,335.96,285.85,-1.08,-0.86,1.4,44.17,3.65,2.67,2.33,0,0.03,2.34,63.26,194.81,533.77,794.18,791.85,150,5.279,12-11-2000,1.237135498
0,32.08,16.07,24.08,336.4,277.84,-0.89,-0.57,1.08,46.09,3.81,2.61,2.26,0,0.02,2.27,62.93,194.19,533.33,792.72,790.46,150,5.269733333,13-11-2000,1.210185815
0,31.67,16.11,23.89,328.72,282.91,-1.24,-0.72,1.44,46.18,3.81,2.59,2.23,0,0.02,2.2,62.59,193.55,532.87,791.21,788.98,150,5.259866667,14-11-2000,0.92
0,31.67,15.67,23.67,324.17,283.79,-1.81,-1.54,2.38,43.29,4.05,2.56,2.19,0,0.02,2.15,62.25,192.92,532.4,789.72,787.53,150,5.2502,15-11-2000,0.69
0,31.63,15.47,23.55,314.78,285.11,-2.29,-1.17,2.58,40.28,4.14,2.51,2.14,0,0.02,2.09,61.9,192.24,531.91,788.14,786,150,5.24,16-11-2000,0.57
0,31.13,14.24,22.68,322.26,284.33,-1.92,-1.5,2.45,43.71,3.99,2.49,2.1,0,0.02,2.05,61.55,191.59,531.45,786.64,784.54,150,5.230266667,17-11-2000,0.54
0,30.97,13.97,22.47,316.75,284.73,-0.89,-0.87,1.33,38.77,3.37,2.48,2.07,0,0.02,2,61.22,190.93,531,785.15,783.08,150,5.220533333,18-11-2000,0.515333333
0,31.2,14.38,22.79,318.61,269.38,0.1,-0.25,0.73,47.93,3.42,2.49,2.07,0,0.01,1.95,60.87,190.26,530.51,783.59,781.52,150,5.210133333,19-11-2000,0.516377778
0,31.43,14.98,23.2,330.72,280.01,0.48,-0.13,0.6,50.94,3.3,2.49,2.05,0,0.01,1.91,60.55,189.62,530.07,782.15,780.1,150,5.200666667,20-11-2000,0.24
0,31.33,15.39,23.36,328.5,277.05,-0.35,-0.93,1.08,44.7,3.31,2.51,2.04,0,0.01,1.87,60.26,189.04,529.63,780.8,778.76,150,5.191733333,21-11-2000,0.248666667
0,31.13,15.98,23.56,328.51,278.4,-0.91,-0.48,1.12,40.09,3.52,2.51,2.03,0,0.01,1.82,59.99,188.45,529.15,779.41,777.38,150,5.182533333,22-11-2000,0.297488889
0,31.84,16.41,24.12,320.04,278.18,-1.41,-1.7,2.21,41.08,3.81,2.49,1.99,0,0.01,1.78,59.7,187.86,528.68,778.02,776.03,150,5.173533333,23-11-2000,0.23
0,31.81,15.66,23.74,327.46,277.5,-0.82,-1.7,1.94,47.29,3.99,2.47,1.96,0,0.01,1.75,59.4,187.24,528.23,776.62,774.66,150,5.1644,24-11-2000,0.262333333
0,31.83,15.25,23.54,327.4,275.78,-0.87,-1.53,1.83,36.83,3.96,2.45,1.93,0,0.02,1.72,59.11,186.63,527.8,775.26,773.33,150,5.155533333,25-11-2000,0.262811111
0,31.96,15.4,23.68,329.5,273.54,-1.15,-0.51,1.29,37.73,3.78,2.44,1.89,0,0.01,1.68,58.85,186.04,527.34,773.91,772.02,150,5.1468,26-11-2000,0.263113704
0,31.74,16.38,24.06,331,273.16,-2.01,-1.52,2.52,42.5,3.95,2.4,1.83,0,0.01,1.65,58.57,185.44,526.86,772.52,770.69,150,5.137933333,27-11-2000,0.263305346
0,31.19,16.57,23.88,356.66,261.24,-2.66,-1.33,2.99,38.77,3.97,2.36,1.78,0,0.02,1.63,58.28,184.83,526.41,771.15,769.37,150,5.129133333,28-11-2000,0.23
0.01,30.15,16.31,23.23,379.97,248.78,-3.13,-0.98,3.28,42.78,4.07,2.31,1.72,0,0.02,1.62,57.99,184.19,525.94,769.74,768.03,150,5.1202,29-11-2000,0.222333333
0,29.84,17.36,23.6,400.96,204.9,-1.36,-1.22,1.84,50.38,2.62,1.65,1.21,0.12,0.02,1.62,57.71,183.56,525.48,768.37,767.16,150,5.1144,30-11-2000,0.18
0,29.9,18.23,24.06,344.92,211.29,-1.2,-2.33,2.63,50.64,3.65,2.33,1.7,0,0.01,1.62,57.41,182.9,524.96,766.89,765.19,150,5.101266667,01-12-2000,0.607333333
0,29.12,15.32,22.22,314.88,269.21,-1.02,-2.41,2.62,43.82,3.57,2.29,1.64,0,0.01,1.62,57.12,182.24,524.49,765.47,763.83,150,5.0922,02-12-2000,0.851311111
0,28.7,13.73,21.22,292.56,275.65,-0.71,-2.32,2.43,32.77,3.53,2.21,1.56,0,0.01,1.61,56.82,181.57,524,764,762.44,150,5.082933333,03-12-2000,1.00583037
0,28.7,11.53,20.11,287.32,280.35,-0.11,-2.29,2.3,32.58,3.51,2.15,1.5,0,0.01,1.6,56.54,180.91,523.54,762.59,761.09,150,5.073933333,04-12-2000,1.077025901
0,28.89,10.3,19.6,297.9,274.81,-0.26,-0.9,0.97,32.27,3.42,2.17,1.49,0,0.01,1.6,56.26,180.28,523.07,761.21,759.72,150,5.0648,05-12-2000,1.122116404
0,29.58,10.21,19.9,300.31,274.31,-0.52,-1.7,1.82,31.79,3.4,2.19,1.48,0,0.01,1.6,56,179.66,522.65,759.91,758.43,150,5.0562,06-12-2000,1.104007056
0,29.73,10.49,20.11,298.95,273.62,-1.52,-0.69,1.68,31.94,3.6,2.19,1.46,0,0.01,1.6,55.74,179.03,522.22,758.59,757.13,150,5.047533333,07-12-2000,1.092537802
0,29.73,10.73,20.23,296.5,273.9,-1.3,-2.19,2.55,34.77,3.73,2.16,1.46,0,0.01,1.6,55.48,178.39,521.75,757.22,755.76,150,5.0384,08-12-2000,1.085273941
0,29.43,10.61,20.02,292.58,275,-0.9,-1.06,1.4,32.76,3.64,2.18,1.41,0,0.01,1.59,55.23,177.77,521.32,755.91,754.5,150,5.03,09-12-2000,1.080673496
0,30.35,11.13,20.74,303.87,271.93,-0.27,-0.21,0.49,37.41,3.06,2.18,1.38,0,0.01,1.59,54.97,177.13,520.85,754.54,753.16,150,5.021066667,10-12-2000,1.031093214
0,30.38,10.76,20.57,304.47,271.9,1.08,-0.11,1.17,37.39,3.23,2.2,1.4,0,0.01,1.59,54.72,176.51,520.38,753.2,751.8,150,5.012,11-12-2000,0.91
0,30.42,12.32,21.37,311.56,269.47,0.92,-1.4,1.7,39.56,3.56,2.19,1.35,0,0.01,1.59,54.49,175.91,519.96,751.95,750.6,150,5.004,12-12-2000,0.79
0,30.14,12.05,21.1,309.13,268.1,0.05,-1.78,1.79,36.69,3.63,2.17,1.31,0,0.01,1.59,54.25,175.28,519.5,750.62,749.31,150,4.9954,13-12-2000,0.763666667
0,29.28,11.01,20.14,304.15,271.41,-0.2,-1.53,1.55,36.47,3.41,2.12,1.26,0,0.01,1.59,54.01,174.64,519.07,749.31,748.05,150,4.987,14-12-2000,0.746988889
0,29.11,10.84,19.98,297.54,271.34,-1,-1.82,2.08,31.73,3.64,2.14,1.25,0,0.01,1.59,53.76,174.01,518.6,747.96,746.71,150,4.978066667,15-12-2000,0.736426296
0,29.28,10.52,19.9,297.41,271.56,-1.14,-1.64,2.02,38.05,3.61,2.13,1.23,0,0.01,1.59,53.53,173.39,518.19,746.7,745.47,150,4.9698,16-12-2000,0.68
0,29.13,10.35,19.74,295.23,271.19,-1.15,-2.25,2.54,35.32,3.61,2.12,1.2,0,0.01,1.59,53.3,172.74,517.75,745.38,744.18,150,4.9612,17-12-2000,0.657333333
0,28.98,10.62,19.8,296.7,271.18,-0.86,-2.19,2.37,40.87,3.52,2.11,1.17,0,0.01,1.59,53.07,172.13,517.3,744.09,742.92,150,4.9528,18-12-2000,0.642977778
0,29.33,10.8,20.06,300.28,272.63,-1.4,-2.14,2.56,32.6,3.68,2.19,1.2,0,0.01,1.59,52.85,171.52,516.85,742.81,741.61,150,4.944066667,19-12-2000,0.633885926
0,30.04,11.59,20.82,311.21,269.51,-1.72,-1.8,2.49,36.48,3.61,2.2,1.18,0,0.01,1.59,52.64,170.92,516.42,741.57,740.39,150,4.935933333,20-12-2000,0.628127753
0,30.14,12.08,21.11,306.23,268.53,-1.26,-1.88,2.26,41.57,3.42,2.17,1.14,0,0.01,1.59,52.43,170.33,515.96,740.31,739.17,150,4.9278,21-12-2000,0.57
0,29.49,11.34,20.42,291.82,272.62,-1.05,-2.16,2.41,29.61,3.37,2.13,1.1,0,0.01,1.59,52.23,169.73,515.52,739.07,737.97,150,4.9198,22-12-2000,0.551
0,29.23,10.52,19.88,282.91,275.72,-0.92,-2.13,2.33,25.8,3.51,2.11,1.07,0,0.01,1.59,52.02,169.15,515.08,737.84,736.77,150,4.9118,23-12-2000,0.538966667
0,29.29,10.34,19.81,283.81,275.42,-0.56,-2.2,2.27,32,3.5,2.09,1.15,0,0.01,1.59,51.82,168.57,514.63,736.61,735.46,150,4.903066667,24-12-2000,0.48
0,29.06,10.1,19.58,290.37,274.28,-0.75,-1.9,2.05,26.13,3.56,2.08,1.03,0,0.01,1.59,51.62,167.99,514.19,735.39,734.36,150,4.895733333,25-12-2000,0.464
0,28.62,10.04,19.33,295.91,273.66,-1.67,-2.1,2.7,36.94,3.68,2.11,1.02,0,0.01,1.59,51.43,167.41,513.75,734.18,733.16,150,4.887733333,26-12-2000,0.453866667
0,28.38,10.25,19.31,298.43,273.22,-1.54,-2.3,2.77,38.35,3.61,2.13,1.04,0,0.01,1.59,51.24,166.82,513.3,732.95,731.91,150,4.8794,27-12-2000,0.447448889
0,28.36,10.61,19.48,298.55,271.91,-1.52,-1.93,2.46,39.94,3.58,2.13,0.99,0,0.02,1.59,51.05,166.25,512.84,731.73,730.74,150,4.8716,28-12-2000,0.39
0,28.66,10.71,19.69,299.75,273.28,-1.54,-1.33,2.04,37.46,3.5,2.12,0.97,0,0.02,1.59,50.86,165.72,512.43,730.6,729.63,150,4.8642,29-12-2000,0.31
0,28.47,11.45,19.96,316.44,266.54,-1.23,-0.23,1.26,37.11,3.4,2.17,0.97,0,0.02,1.59,50.68,165.16,512,729.43,728.46,150,4.8564,30-12-2000,0.18
0,28.48,12.98,20.73,342.61,261.98,0.5,-0.74,0.91,40.13,3.35,2.29,1,0,0.03,1.59,50.5,164.6,511.54,728.23,727.23,150,4.8482,31-12-2000,0.174
0,29,14.53,21.76,404.29,190.97,1.04,0.09,1.07,70.8,2.35,1.72,0.9,0.76,0.01,1.64,50.33,164.07,511.12,727.16,726.26,150,4.841733333,01-01-2001,0.1702
0.29,25.63,15.1,20.36,363.96,86.13,-0.86,-1.54,1.77,82.83,0.64,0.45,0.32,0.02,0.03,2.12,50.23,163.76,510.93,727.04,727.01,150,4.846733333,02-01-2001,0.167793333
0,25.96,14.68,20.32,343.17,255.41,-0.36,-1.58,1.63,63.49,2.98,2.09,1.08,-0.01,0.06,2.15,50.12,163.4,510.58,726.25,725.17,150,4.834466667,03-01-2001,0.166269111
0,27.36,13.7,20.53,312.62,259.96,0.39,-1.39,1.45,50.57,3.32,2.25,0.98,0,0.07,2.11,49.96,162.91,510.18,725.16,724.18,150,4.827866667,04-01-2001,0.16530377
0,27.45,12.26,19.86,296.76,274.23,0.11,-1.96,1.99,43,3.15,2.19,0.92,0,0.06,2.07,49.79,162.39,509.76,724.01,723.09,150,4.8206,05-01-2001,0.164692388
0,27.48,11.41,19.44,304.71,272.07,-0.54,-0.32,0.7,46.96,3.03,2.22,0.92,0,0.05,2.03,49.62,161.83,509.32,722.8,721.88,150,4.812533333,06-01-2001,0.164305179
0,27.82,11.28,19.55,319.4,275.02,-0.06,-0.49,0.65,43.33,3.27,2.28,0.92,0,0.08,1.99,49.45,161.29,508.86,721.59,720.67,150,4.804466667,07-01-2001,0.164059947
0,29.11,13.05,21.08,359.13,265.01,0.5,0.43,0.73,50.13,3.24,2.24,0.88,0,0.1,1.95,49.29,160.79,508.46,720.49,719.61,150,4.7974,08-01-2001,0.12
0,29.13,13.4,21.26,350.65,266.87,1.84,-0.16,1.86,57.42,3.27,2.24,1.09,-0.01,0.11,1.92,49.15,160.31,508.04,719.42,718.33,150,4.788866667,09-01-2001,0.116
0,28.73,13.94,21.34,329.2,271.29,-0.03,-1.11,1.13,46.35,3.46,2.32,0.97,0,0.14,1.88,49,159.82,507.6,718.3,717.33,150,4.7822,10-01-2001,0.113466667
0,28.99,13.25,21.12,327.7,272.86,0,-1.04,1.04,45.91,3.54,2.34,0.89,0,0.11,1.85,48.86,159.34,507.17,717.22,716.33,150,4.775533333,11-01-2001,0.111862222
0,29.47,14.09,21.78,352.25,267.7,0.53,-0.43,0.83,49.58,3.37,2.36,0.87,0,0.12,1.81,48.72,158.86,506.72,716.11,715.24,150,4.768266667,12-01-2001,0.110846074
0,29.64,15.74,22.69,378.26,262.05,1,-0.1,1.02,56.5,3.57,2.3,0.83,0,0.17,1.79,48.58,158.39,506.29,715.05,714.22,150,4.761466667,13-01-2001,0.110202514
0,30.01,15.56,22.78,363.25,232.64,0.19,-1.41,1.43,60.61,2.83,1.83,0.65,0.01,0.16,1.78,48.44,157.93,505.88,714.03,713.38,150,4.755866667,14-01-2001,0.08
0,29.79,15.57,22.68,357.57,257.37,-1.13,-1.29,1.74,47.52,3.74,2.36,0.82,0,0.19,1.78,48.31,157.48,505.46,713.03,712.21,150,4.748066667,15-01-2001,0.077333333
0,30.09,15.61,22.85,361.88,270.61,-0.14,-1.21,1.24,46.03,3.49,2.25,0.76,0,0.18,1.75,48.18,157.03,505.04,712,711.24,150,4.7416,16-01-2001,0.075644444
0,29.65,15.87,22.76,358.47,272.7,-1.16,-1.72,2.1,38.19,3.55,2.33,0.82,0.01,0.23,1.72,48.06,156.59,504.6,710.97,710.15,150,4.734333333,17-01-2001,0.05
0,30.2,15.52,22.86,343.31,276.5,-0.25,-1.2,1.25,41.22,3.84,2.38,0.78,0,0.23,1.7,47.93,156.14,504.15,709.92,709.14,150,4.7276,18-01-2001,0.048333333
0,30.14,14.91,22.52,333.93,278.27,-1.25,-1.63,2.06,40.86,4.09,2.48,0.79,0,0.26,1.68,47.81,155.69,503.69,708.87,708.08,150,4.720533333,19-01-2001,0.070611111
0,30.57,13.69,22.13,322.8,281.49,-1.65,-1.99,2.59,34.53,4.18,2.42,0.75,0,0.29,1.67,47.69,155.25,503.29,707.9,707.15,150,4.714333333,20-01-2001,0.12472037
0,30.4,12.11,21.26,314.66,284.1,-1.8,-0.2,1.83,32.25,4.09,2.44,0.74,0,0.27,1.66,47.56,154.8,502.83,706.85,706.11,150,4.7074,21-01-2001,0.158989568
0,30.7,12.81,21.76,324.49,286.04,1.7,-0.05,1.72,36.27,4.01,2.49,0.74,0,0.24,1.65,47.44,154.36,502.36,705.81,705.07,150,4.700466667,22-01-2001,0.160693393
0,30.29,12.77,21.53,327.64,282.7,1.77,-0.47,1.85,43.55,4.09,2.54,0.73,0,0.26,1.64,47.33,153.93,501.92,704.82,704.09,150,4.693933333,23-01-2001,0.161772482
0,30.15,12.92,21.54,288.19,293.98,0.64,-2.58,2.67,21.79,4.27,2.4,0.68,0,0.31,1.63,47.21,153.49,501.46,703.79,703.11,150,4.6874,24-01-2001,0.12
0,29.39,10.58,19.98,275.53,299.26,0.68,-1.54,1.71,21.16,4.04,2.34,0.65,0,0.24,1.62,47.08,153.03,501.01,702.74,702.09,150,4.6806,25-01-2001,0.116
0,29,10.13,19.57,277.63,304.5,-0.39,-2.18,2.22,19.09,4.07,2.37,0.64,0,0.27,1.61,46.97,152.6,500.56,701.74,701.1,150,4.674,26-01-2001,0.113466667
0,29.22,10.41,19.81,290.6,303.79,-0.27,-1.24,1.28,23.29,3.83,2.38,0.67,0,0.21,1.61,46.86,152.18,500.15,700.8,700.13,150,4.667533333,27-01-2001,0.111862222
0,29.25,10.2,19.73,290.59,303.08,-0.97,-1.93,2.17,23.89,3.9,2.47,0.64,0,0.27,1.6,46.75,151.79,499.72,699.86,699.22,150,4.661466667,28-01-2001,0.110846074
0,29.88,10.99,20.43,309.59,295.82,-0.25,-1.03,1.11,27.21,2.8,1.86,1.22,0,0.17,1.6,46.65,151.4,499.37,699.02,697.8,150,4.652,29-01-2001,0.110202514
0,29.93,11.5,20.72,301.13,283.99,-0.53,-0.99,1.16,27.84,3.6,2.57,1.33,0,0.2,1.6,46.55,151.03,498.96,698.14,696.81,150,4.6454,30-01-2001,0.109794925
0,31.64,12.81,22.22,306.83,302.27,-0.61,-0.3,0.81,27.92,3.51,2.62,1.17,0,0.23,1.59,46.46,150.66,498.55,697.26,696.09,150,4.6406,31-01-2001,0.109536786
0,32.48,12.54,22.51,312.79,302.46,0.59,-0.8,1.06,26.88,3.56,2.69,1.02,0,0.24,1.59,46.37,150.3,498.16,696.42,695.4,150,4.636,01-02-2001,0.109373298
0,33.22,13.48,23.35,331.61,301.13,0.43,-0.73,0.88,30.29,3.69,2.73,0.96,0,0.3,1.59,46.29,149.94,497.76,695.58,694.62,150,4.6308,02-02-2001,0.109269755
0,32.52,14.81,23.67,350.71,277.22,0.43,-0.82,0.94,31.26,3.6,2.68,0.83,0,0.37,1.59,46.21,149.62,497.33,694.75,693.92,150,4.626133333,03-02-2001,0.109204178
0,32.46,16.34,24.4,361.6,294,1.77,1.41,2.3,46,4.28,2.72,0.74,0.01,0.45,1.59,46.12,149.27,496.9,693.88,693.14,150,4.620933333,04-02-2001,0.109162646
0,32.38,16.67,24.52,353.69,291.94,2.27,1.76,2.89,44.07,4.5,2.75,0.72,0,0.47,1.59,46.04,148.91,496.47,693.01,692.29,150,4.615266667,05-02-2001,0.08
0,32.52,16.47,24.5,324.19,299.28,1.42,-1.56,2.12,26.08,4.59,2.83,0.71,0,0.53,1.59,45.95,148.55,496.06,692.15,691.44,150,4.6096,06-02-2001,0.077333333
0,33,14.14,23.57,288.66,316.68,-0.66,-2.5,2.59,13.75,4.61,2.66,0.65,0,0.46,1.59,45.86,148.18,495.59,691.22,690.57,150,4.6038,07-02-2001,0.075644444
0,32.45,12.73,22.59,288.89,322.26,0.25,-2.12,2.14,24.09,4.72,2.64,0.63,0,0.42,1.59,45.78,147.84,495.19,690.4,689.77,150,4.598466667,08-02-2001,0.05
0,32.46,12.86,22.66,298.58,319.98,1.14,-1.55,1.94,26.81,4.93,2.71,0.63,0,0.54,1.59,45.7,147.5,494.79,689.58,688.95,150,4.593,09-02-2001,0.02
0,32.4,13.33,22.86,302.64,318.95,0.33,-1.43,1.52,22.58,4.86,2.75,0.62,0,0.54,1.59,45.62,147.17,494.37,688.75,688.13,150,4.587533333,10-02-2001,0.019333333
0,32.37,13.34,22.85,314.91,318.42,0.55,-0.76,1,26.05,4.29,2.81,0.61,0,0.53,1.59,45.55,146.86,494.01,688.01,687.4,150,4.582666667,11-02-2001,0.01
0,33.13,14.96,24.04,323.07,314.7,0.07,-1.14,1.17,24.06,4.33,2.83,0.6,0,0.5,1.59,45.48,146.55,493.58,687.2,686.6,150,4.577333333,12-02-2001,0.009666667
0,33.14,15.39,24.26,324.82,314.31,-0.89,-1.05,1.44,24.28,4.49,2.85,0.59,0,0.49,1.59,45.41,146.24,493.17,686.41,685.82,150,4.572133333,13-02-2001,0.009455556
0,32.87,16.16,24.52,351.91,311.1,-0.12,1.19,1.57,35.57,4.43,2.95,0.59,0,0.43,1.59,45.34,145.92,492.76,685.61,685.02,150,4.5668,14-02-2001,0
0,32.79,17.57,25.18,348.06,308.09,2.59,1.55,3.04,40.63,4.59,2.99,0.59,0,0.55,1.59,45.26,145.59,492.29,684.73,684.14,150,4.560933333,15-02-2001,0
0,32.61,16.87,24.74,366.56,307.5,1.79,0.36,1.89,47.84,4.13,2.99,0.57,0.11,0.5,1.59,45.19,145.25,491.89,683.92,683.35,150,4.555666667,16-02-2001,0
0,32.54,16.83,24.68,346.03,311.91,1.07,-0.88,1.4,32.72,4.06,2.84,0.53,0,0.49,1.6,45.11,144.93,491.47,683.11,682.58,150,4.550533333,17-02-2001,0
0,32.93,17.6,25.26,379.56,312.75,0.43,-1.01,1.16,33.78,4.41,2.84,0.52,0,0.44,1.59,45.06,144.64,491.04,682.33,681.81,150,4.5454,18-02-2001,0
0,33.82,18.45,26.14,379.18,306.89,0.67,-0.72,0.99,40.46,4.23,2.7,0.48,0.02,0.49,1.59,44.99,144.35,490.59,681.52,681.04,150,4.540266667,19-02-2001,0
0,34.55,19.28,26.92,367.95,313.52,2.24,0.63,2.37,39.27,4.69,3.13,0.54,0,0.56,1.59,44.92,144.04,490.18,680.73,680.19,150,4.5346,20-02-2001,0
0,34.34,18.74,26.54,347.09,287.08,3.45,0.89,3.6,28.54,5.01,2.78,0.46,0,0.62,1.59,44.85,143.72,489.75,679.91,679.45,150,4.529666667,21-02-2001,0
0,34.46,17.87,26.16,305.8,332.35,0.91,-2.01,2.23,24.53,5.61,2.94,0.5,0,0.66,1.59,44.78,143.38,489.3,679.05,678.55,150,4.523666667,22-02-2001,0
0,33.99,14.95,24.47,321.39,331.24,-0.36,-1.42,1.48,22.35,5.01,3,0.48,0,0.64,1.59,44.72,143.09,488.92,678.32,677.84,150,4.518933333,23-02-2001,0
0,34.81,16.4,25.6,333.12,326.96,2.53,0.18,2.58,24.96,5.69,3.08,0.48,0,0.66,1.59,44.65,142.79,488.51,677.54,677.06,150,4.513733333,24-02-2001,0
0,35.73,17.38,26.56,340.21,328.85,2.2,1.37,2.62,24.37,6.2,3.22,0.48,0,0.64,1.59,44.6,142.51,488.13,676.83,676.35,150,4.509,25-02-2001,0
0,36.15,18.82,27.48,337.92,328.65,2.6,-0.01,2.62,20.66,5.82,3.21,0.47,0,0.66,1.59,44.54,142.23,487.73,676.09,675.62,150,4.504133333,26-02-2001,0
0,35.37,19.66,27.52,352.09,326.69,0.64,0.23,0.91,30.35,4.96,3.21,0.45,0,0.58,1.59,44.48,141.96,487.35,675.38,674.93,150,4.499533333,27-02-2001,0
0,35.32,20.96,28.14,365.54,300.47,1.79,1.8,2.55,45.82,5.18,3.17,0.43,0.01,0.6,1.59,44.42,141.67,486.91,674.59,674.16,150,4.4944,28-02-2001,0
0,34.49,19.5,27,360.69,313.86,1.61,1.23,2.06,44.87,4.57,3.08,0.41,0,0.64,1.59,44.36,141.37,486.48,673.8,673.39,150,4.489266667,01-03-2001,0
0,33.7,19.5,26.6,378.35,318.91,-0.26,-0.46,0.86,39.6,4.15,3.15,0.47,0.05,0.58,1.62,44.3,141.1,486.07,673.09,672.62,150,4.484133333,02-03-2001,0
0,34.08,18.69,26.38,367.32,247.13,0.71,1.23,1.5,37.17,4.29,3.14,0.42,0,0.54,1.67,44.24,140.79,485.64,672.34,671.92,150,4.479466667,03-03-2001,0
0,34.62,18.98,26.8,341.94,334.75,1.45,1.86,2.37,26.68,5.09,3.18,0.39,0,0.69,1.64,44.18,140.5,485.21,671.53,671.14,150,4.474266667,04-03-2001,0
