prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,AWC,Actual_Soil_Saturation_New,station_id,soil_awc_avg
0.01,42.14,27.82,34.98,406.51,391.24,3.49,-0.01,3.49,17.08,8.09,4.16,0.25,0.0,0.17,2.63,61.47,145.94,569.1,779.14,778.9,150,5.192666667,08-06-1983,0.196154148,3970.8566447721937,3005,0.1961541475
0.0,41.57,27.93,34.75,412.66,384.84,2.47,-0.26,2.48,29.32,7.3,3.99,0.19,0.46,0.17,2.65,61.47,145.94,569.03,779.09,778.9,150,5.192666667,09-06-1983,0.196154148,3970.8566447721937,3005,0.1961541475
0.53,41.34,27.22,34.28,420.8,375.06,2.0,-0.52,2.07,34.08,6.17,3.72,0.19,1.48,0.18,2.75,61.47,145.93,568.94,779.09,779.43,150,5.1962,10-06-1983,0.196154148,3973.5586014055602,3005,0.1961541475
0.01,41.54,28.2,34.87,426.65,380.79,1.27,-0.95,1.59,39.25,6.33,3.75,2.1,1.8,0.21,3.38,61.46,145.93,568.84,779.61,777.52,150,5.183466667,11-06-1983,0.196154148,3963.8213614626734,3005,0.1961541475
5.13,40.4,25.13,32.76,425.45,385.19,0.2,-0.53,0.57,45.41,5.64,3.96,1.71,0.99,0.39,4.56,61.46,145.92,568.75,780.69,784.11,150,5.2274,12-06-1983,0.196154148,3997.4173882813266,3005,0.1961541475
1.71,38.06,25.17,31.62,434.84,367.51,0.47,-0.93,1.04,47.26,5.36,3.75,1.84,2.79,0.45,5.72,61.46,145.92,568.63,781.73,781.6,150,5.210666667,13-06-1983,0.196154148,3984.621329508213,3005,0.1961541475
7.01,38.19,25.87,32.03,434.71,361.35,0.27,1.84,1.86,41.28,4.94,3.65,2.37,2.09,0.65,6.88,61.45,145.91,568.5,782.74,787.38,150,5.2492,14-06-1983,0.196154148,4014.08795090606,3005,0.1961541475
8.79,38.99,24.23,31.61,432.55,348.89,0.33,2.52,2.54,42.55,5.62,3.8,2.14,2.34,0.66,7.39,61.45,145.91,568.37,783.12,789.77,150,5.265133333,15-06-1983,0.196154148,4026.2722459131282,3005,0.1961541475
1.29,37.28,25.62,31.45,432.21,362.16,1.22,2.49,2.77,42.25,6.24,4.15,2.05,1.8,0.74,7.48,61.44,145.9,568.22,783.04,782.28,150,5.2152,16-06-1983,0.196154148,3988.0879908491356,3005,0.1961541475
4.53,39.07,24.48,31.78,442.35,367.23,0.16,1.15,1.16,49.92,5.5,4.14,1.88,1.72,0.75,7.66,61.44,145.9,568.08,783.08,785.73,150,5.2382,17-06-1983,0.196154148,4005.6761991229378,3005,0.1961541475
0.68,39.34,25.69,32.52,438.7,335.02,1.49,2.04,2.53,44.91,5.87,4.19,1.37,2.34,0.95,9.51,61.44,145.89,567.96,784.8,784.11,150,5.2274,18-06-1983,0.196154148,3997.4173882813266,3005,0.1961541475
1.98,38.41,26.22,32.32,435.18,357.96,2.65,2.85,3.89,42.46,6.77,4.29,1.04,2.01,0.97,9.1,61.43,145.89,567.82,784.24,785.18,150,5.234533333,19-06-1983,0.196154148,4002.872281861896,3005,0.1961541475
0.14,38.64,26.84,32.74,436.04,336.09,2.79,1.37,3.11,46.41,6.81,4.2,0.71,2.14,0.87,9.1,61.43,145.88,567.68,784.09,783.52,150,5.223466667,20-06-1983,0.196154148,3994.409549764937,3005,0.1961541475
0.17,38.47,27.25,32.86,435.07,357.59,3.97,0.06,3.97,49.16,6.83,4.18,0.5,2.42,0.88,8.96,61.42,145.87,567.55,783.8,783.47,150,5.223133333,21-06-1983,0.196154148,3994.1546481957516,3005,0.1961541475
0.71,38.97,26.66,32.82,439.33,346.63,1.92,0.25,1.94,46.51,6.67,4.1,0.61,1.76,0.94,9.26,61.42,145.87,567.42,783.97,784.07,150,5.227133333,22-06-1983,0.196154148,3997.213467025978,3005,0.1961541475
3.97,38.81,25.2,32.01,440.65,342.49,1.41,-0.6,1.53,56.07,5.09,3.3,1.65,2.75,0.84,9.95,61.42,145.86,567.28,784.51,786.83,150,5.245533333,23-06-1983,0.196154148,4011.2840336450195,3005,0.1961541475
4.64,35.89,24.99,30.44,446.25,312.77,1.09,-1.59,1.93,63.17,4.68,3.49,2.21,2.92,0.86,11.33,61.41,145.86,567.15,785.75,788.18,150,5.254533333,24-06-1983,0.196154148,4018.166376013028,3005,0.1961541475
12.58,37.59,24.63,31.11,443.52,313.73,0.59,-1.91,2.0,75.4,4.14,3.07,2.67,3.04,1.1,16.38,61.41,145.85,567.03,790.67,800.58,150,5.3372,25-06-1983,0.196154148,4081.38196517104,3005,0.1961541475
24.4,36.55,22.84,29.7,437.76,176.87,1.56,-0.64,1.69,85.33,2.46,1.95,1.79,2.94,0.57,26.93,62.69,145.88,566.99,802.49,825.1,150,5.500666667,26-06-1983,0.196154148,4206.385694699625,3005,0.1961541475
30.83,31.48,23.23,27.36,437.54,153.67,2.26,0.88,2.43,87.66,1.24,1.16,1.08,2.66,0.6,34.26,68.14,146.3,566.96,815.66,845.41,150,5.636066667,27-06-1983,0.196154148,4309.926712102787,3005,0.1961541475
18.54,29.61,22.7,26.16,436.52,129.12,4.13,1.77,4.49,92.74,1.54,1.35,1.21,2.93,0.54,40.88,77.28,147.21,566.95,832.32,849.65,150,5.664333333,28-06-1983,0.196154148,4331.542365169719,3005,0.1961541475
15.26,31.58,23.3,27.44,431.37,139.41,2.55,2.03,3.26,88.11,1.46,1.42,1.25,2.04,1.03,42.5,86.84,149.17,566.93,845.44,859.45,150,5.729666667,29-06-1983,0.196154148,4381.503072730084,3005,0.1961541475
8.27,33.17,23.82,28.5,431.9,290.97,1.89,1.24,2.26,85.51,3.89,3.39,2.95,2.83,2.08,41.81,88.37,149.99,566.87,847.04,852.36,150,5.6824,30-06-1983,0.196154148,4345.358030219575,3005,0.1961541475
33.95,31.89,22.54,27.22,429.41,237.98,2.01,2.02,2.85,85.04,1.91,1.68,1.53,1.59,2.05,40.5,89.42,151.08,566.8,847.8,880.22,150,5.868133333,01-07-1983,0.196154148,4487.3891845697535,3005,0.1961541475
23.08,28.1,22.33,25.22,432.81,174.31,2.47,1.53,2.91,86.45,2.3,1.67,1.46,1.65,1.48,40.76,90.39,152.15,566.73,850.03,871.65,150,5.811,02-07-1983,0.196154148,4443.699055611353,3005,0.1961541475
6.18,29.14,22.86,26.0,427.34,309.23,4.07,1.44,4.32,72.65,2.85,2.01,1.71,0.73,3.92,38.47,90.86,152.96,566.6,848.89,853.36,150,5.689066667,03-07-1983,0.196154148,4350.456061603286,3005,0.1961541475
6.33,31.59,23.67,27.63,421.34,296.55,3.24,1.16,3.44,89.69,2.52,1.88,1.65,1.39,2.76,37.16,90.15,153.26,566.47,847.04,851.72,150,5.678133333,04-07-1983,0.196154148,4342.095290134001,3005,0.1961541475
11.1,30.95,22.67,26.81,420.32,287.04,1.81,1.47,2.33,73.71,4.46,3.61,2.96,1.33,2.96,35.86,89.66,153.53,566.37,845.42,853.56,150,5.6904,05-07-1983,0.196154148,4351.475667880028,3005,0.1961541475
4.45,32.66,23.2,27.93,417.27,356.99,2.3,0.29,2.32,65.13,4.69,3.84,3.13,1.27,3.72,32.98,89.0,153.74,566.22,841.94,843.26,150,5.621733333,06-07-1983,0.196154148,4298.965944627809,3005,0.1961541475
2.25,33.34,23.53,28.44,410.83,377.12,2.76,-0.95,2.92,62.25,5.03,4.08,3.31,0.94,4.02,29.6,88.29,153.89,566.07,837.85,836.79,150,5.5786,07-07-1983,0.196154148,4265.981681575201,3005,0.1961541475
1.51,34.0,23.88,28.94,418.2,373.21,1.55,-1.63,2.25,60.68,4.96,4.03,3.39,1.21,3.62,26.62,87.67,154.0,565.92,834.21,832.33,150,5.548866667,08-07-1983,0.196154148,4243.244461603852,3005,0.1961541475
2.87,34.62,24.36,29.49,430.14,356.55,0.96,-1.01,1.39,70.64,4.7,3.87,3.25,2.62,2.66,24.94,87.13,154.08,565.78,831.93,831.55,150,5.543666667,09-07-1983,0.196154148,4239.267997124557,3005,0.1961541475
8.97,34.94,23.68,29.31,439.14,274.64,0.41,-1.7,1.75,69.34,3.24,2.72,2.44,1.65,2.32,24.24,86.66,154.17,565.66,830.73,837.26,150,5.581733333,10-07-1983,0.196154148,4268.377756325545,3005,0.1961541475
16.95,32.88,22.98,27.93,429.2,275.92,0.54,-0.44,0.7,79.97,2.55,2.24,1.98,3.28,1.43,29.86,86.46,154.27,565.61,836.2,851.17,150,5.674466667,11-07-1983,0.196154148,4339.29137287296,3005,0.1961541475
15.37,32.37,23.49,27.93,427.99,345.32,-1.48,1.54,2.14,81.22,3.01,2.65,2.24,3.37,2.08,31.39,86.43,154.37,565.51,837.7,850.83,150,5.6722,12-07-1983,0.196154148,4337.558042202499,3005,0.1961541475
8.04,31.28,23.95,27.62,429.79,352.91,-0.53,2.57,2.62,76.94,3.97,3.44,2.88,2.76,2.63,31.58,86.12,154.45,565.39,837.54,842.7,150,5.618,13-07-1983,0.196154148,4296.111047052931,3005,0.1961541475
2.14,33.19,24.82,29.0,431.44,355.53,-0.66,2.41,2.5,70.15,3.93,3.38,2.84,1.69,3.21,30.54,85.74,154.52,565.27,836.07,835.37,150,5.569133333,14-07-1983,0.196154148,4258.742477010333,3005,0.1961541475
2.39,33.75,24.88,29.32,431.85,350.58,-0.16,2.23,2.24,67.77,3.95,3.41,2.85,1.52,3.11,28.83,85.3,154.57,565.14,833.84,833.38,150,5.555866667,15-07-1983,0.196154148,4248.597394556748,3005,0.1961541475
1.94,34.16,24.92,29.54,433.73,361.24,0.31,1.54,1.57,69.72,4.52,3.84,3.19,0.74,3.26,26.36,84.86,154.6,565.0,830.82,829.57,150,5.530466667,16-07-1983,0.196154148,4229.173894984811,3005,0.1961541475
3.93,34.05,24.93,29.49,438.59,339.03,1.35,1.38,1.93,74.58,4.21,3.64,3.22,2.56,2.37,26.9,84.48,154.63,564.9,830.91,831.62,150,5.544133333,17-07-1983,0.196154148,4239.624859321418,3005,0.1961541475
13.81,33.87,23.71,28.79,440.08,206.05,3.26,-0.5,3.3,86.16,2.27,1.97,1.75,2.68,1.22,31.74,84.34,154.7,564.84,835.62,847.68,150,5.6512,18-07-1983,0.196154148,4321.499243343809,3005,0.1961541475
15.95,31.62,23.37,27.5,439.12,136.56,3.77,0.75,3.84,90.62,1.71,1.6,1.53,2.37,0.6,37.15,87.01,155.05,564.81,844.02,858.44,150,5.722933333,19-07-1983,0.196154148,4376.354061032536,3005,0.1961541475
23.06,30.07,22.93,26.5,438.02,106.69,2.43,1.11,2.67,93.56,1.98,1.64,1.53,2.21,0.41,41.59,93.32,159.1,564.8,858.81,880.34,150,5.868933333,20-07-1983,0.196154148,4488.000948335798,3005,0.1961541475
26.62,30.1,23.06,26.58,435.32,228.36,1.77,3.05,3.53,89.69,2.52,2.15,1.92,2.76,1.12,42.48,95.24,162.38,564.78,864.88,889.58,150,5.930533333,21-07-1983,0.196154148,4535.106758321284,3005,0.1961541475
7.64,30.26,23.5,26.88,431.96,276.26,1.21,2.28,2.58,79.8,3.4,2.81,2.33,2.2,2.31,41.3,96.98,164.29,564.69,867.26,872.57,150,5.817133333,22-07-1983,0.196154148,4448.389244484367,3005,0.1961541475
1.66,31.26,23.88,27.57,437.6,222.41,1.87,0.76,2.02,83.07,3.87,3.29,2.79,2.06,1.82,41.41,97.51,165.4,564.64,868.96,867.83,150,5.785533333,23-07-1983,0.196154148,4424.224575725579,3005,0.1961541475
2.61,32.65,23.98,28.32,435.58,141.3,1.9,-0.17,1.91,88.94,2.64,2.29,1.99,1.53,1.31,41.28,98.45,167.02,564.62,871.37,871.99,150,5.813266667,24-07-1983,0.196154148,4445.432386281815,3005,0.1961541475
12.69,30.78,23.45,27.12,432.25,146.67,2.36,0.15,2.36,90.57,2.45,2.15,1.9,1.94,0.96,41.88,99.12,169.3,564.6,874.9,885.69,150,5.9046,25-07-1983,0.196154148,4515.27541623865,3005,0.1961541475
22.95,30.24,22.91,26.58,430.37,155.48,2.65,0.72,2.75,89.5,2.77,2.41,2.13,2.45,0.87,42.9,100.9,172.09,564.58,880.47,901.29,150,6.0086,26-07-1983,0.196154148,4594.804705824536,3005,0.1961541475
16.51,30.29,22.9,26.6,430.16,195.98,3.5,0.6,3.55,83.98,2.92,2.53,2.18,1.78,2.0,42.05,101.63,174.57,564.55,882.8,897.13,150,5.980866667,27-07-1983,0.196154148,4573.5968952683,3005,0.1961541475
11.2,30.5,23.56,27.03,427.7,281.83,3.48,0.83,3.58,85.07,3.64,3.04,2.6,2.09,2.39,40.69,100.71,175.29,564.49,881.18,889.78,150,5.931866667,28-07-1983,0.196154148,4536.126364598026,3005,0.1961541475
6.6,31.11,22.87,26.99,430.73,187.42,2.66,1.25,2.94,84.55,2.7,2.22,1.93,2.19,1.5,40.61,100.45,176.07,564.47,881.6,886.27,150,5.908466667,29-07-1983,0.196154148,4518.232274441202,3005,0.1961541475
10.86,29.81,23.32,26.56,432.52,171.02,2.64,1.13,2.87,89.73,1.8,1.62,1.47,1.99,1.24,40.83,100.68,177.74,564.46,883.71,893.1,150,5.954,30-07-1983,0.196154148,4553.051828791946,3005,0.1961541475
18.87,29.44,22.85,26.15,430.16,116.27,3.53,0.3,3.54,93.38,1.02,0.91,0.86,2.12,0.48,42.85,102.54,181.58,564.52,891.49,909.5,150,6.063333333,31-07-1983,0.196154148,4636.6595434847995,3005,0.1961541475
28.77,26.96,22.65,24.8,429.27,77.51,3.1,0.77,3.19,94.84,1.99,1.67,1.52,1.77,0.31,43.28,108.44,190.51,564.74,906.97,934.22,150,6.228133333,01-08-1983,0.196154148,4762.682879290126,3005,0.1961541475
30.92,29.89,22.81,26.35,424.02,188.08,2.45,1.19,2.72,91.18,2.34,2.13,1.95,1.06,1.49,41.96,109.2,194.09,564.85,910.1,939.07,150,6.260466667,02-08-1983,0.196154148,4787.408331501123,3005,0.1961541475
33.79,27.61,22.66,25.14,420.77,267.92,3.16,0.79,3.26,90.03,2.58,2.29,2.02,2.59,1.86,41.69,108.67,195.16,564.88,910.4,942.17,150,6.281133333,03-08-1983,0.196154148,4803.212228790625,3005,0.1961541475
16.22,29.88,22.33,26.1,419.25,310.8,4.07,-0.71,4.13,79.66,2.75,2.36,2.04,1.52,3.08,39.54,107.33,195.7,564.86,907.43,921.61,150,6.144066667,04-08-1983,0.196154148,4698.396703541535,3005,0.1961541475
7.74,30.59,23.15,26.87,427.46,195.81,3.72,-1.93,4.19,80.33,3.95,3.3,2.83,0.59,2.87,37.54,106.0,196.06,564.82,904.42,909.33,150,6.0622,05-08-1983,0.196154148,4635.792878149569,3005,0.1961541475
9.08,30.48,23.29,26.88,433.12,106.75,1.86,-2.95,3.49,91.95,3.0,2.53,2.27,2.17,0.72,40.87,106.79,197.57,564.89,910.12,916.93,150,6.112866667,06-08-1983,0.196154148,4674.537916665769,3005,0.1961541475
29.29,30.58,23.45,27.02,430.35,249.26,-3.37,2.1,3.97,88.51,1.6,1.5,1.45,2.02,1.9,41.88,107.85,200.27,564.93,914.93,942.77,150,6.285133333,07-08-1983,0.196154148,4806.271047620851,3005,0.1961541475
21.2,28.01,23.23,25.62,427.19,334.03,-2.62,0.24,2.63,84.75,3.38,2.9,2.47,2.29,2.91,41.59,108.08,201.34,564.95,915.96,934.69,150,6.231266667,08-08-1983,0.196154148,4765.07895404047,3005,0.1961541475
1.5,30.72,23.49,27.1,427.12,314.57,-0.38,-0.01,0.38,81.78,3.55,3.08,2.66,2.02,2.96,40.81,107.66,202.26,564.99,915.72,914.56,150,6.097066667,09-08-1983,0.196154148,4662.455582286375,3005,0.1961541475
8.44,31.03,23.45,27.24,435.48,176.97,2.39,-1.68,2.92,86.49,3.11,2.69,2.35,2.94,1.32,42.37,108.58,204.99,565.11,921.05,927.14,150,6.180933333,10-08-1983,0.196154148,4726.588817093455,3005,0.1961541475
13.61,30.67,23.61,27.14,432.36,177.8,1.47,-1.75,2.29,89.7,3.09,2.71,2.38,2.6,1.11,42.48,109.25,210.55,565.48,927.76,938.99,150,6.259933333,11-08-1983,0.196154148,4787.000488990426,3005,0.1961541475
18.48,31.33,23.1,27.22,432.51,255.52,1.58,1.25,2.01,92.13,2.35,2.12,1.93,3.35,1.27,42.87,109.77,213.8,565.65,932.09,948.64,150,6.324266667,12-08-1983,0.196154148,4836.196491843233,3005,0.1961541475
22.4,29.18,23.12,26.15,435.5,139.55,3.06,1.98,3.64,91.82,1.24,1.19,1.13,2.35,0.95,42.83,110.86,217.45,565.85,936.99,958.26,150,6.3884,13-08-1983,0.196154148,4885.239553754529,3005,0.1961541475
15.67,29.74,23.1,26.42,435.8,156.32,4.17,0.82,4.25,88.26,1.62,1.39,1.27,2.24,1.21,42.5,111.06,221.14,566.21,940.91,955.31,150,6.368733333,14-08-1983,0.196154148,4870.200361172582,3005,0.1961541475
5.11,29.45,23.52,26.48,434.96,140.28,3.15,1.45,3.47,92.16,1.96,1.73,1.54,1.97,0.86,42.61,110.93,223.01,566.43,942.98,946.55,150,6.310333333,15-08-1983,0.196154148,4825.541606251278,3005,0.1961541475
6.89,30.79,23.6,27.2,430.8,276.85,2.01,1.04,2.26,84.07,2.43,2.17,1.92,2.58,1.97,41.91,110.37,223.95,566.64,942.87,947.84,150,6.318933333,16-08-1983,0.196154148,4832.118066736265,3005,0.1961541475
6.42,30.9,23.71,27.3,432.97,198.81,2.24,0.37,2.27,90.2,1.54,1.47,1.37,2.12,1.41,41.99,110.0,224.92,566.82,943.73,948.78,150,6.3252,17-08-1983,0.196154148,4836.910216236953,3005,0.1961541475
19.8,29.51,23.29,26.4,433.7,215.55,1.72,0.17,1.73,86.89,1.11,1.25,1.21,2.38,1.45,41.93,109.4,225.51,567.04,943.88,962.47,150,6.416466667,18-08-1983,0.196154148,4906.702265879951,3005,0.1961541475
50.35,30.78,23.56,27.17,434.61,125.71,2.92,-0.01,2.92,94.88,0.92,1.11,1.1,2.0,0.87,42.46,109.94,227.45,567.45,947.3,996.55,150,6.643666667,19-08-1983,0.196154148,5080.443175436808,3005,0.1961541475
45.85,27.58,22.93,25.26,425.78,277.49,3.08,0.77,3.17,80.37,2.96,2.53,2.19,2.5,2.55,41.42,109.88,229.87,567.74,948.91,992.57,150,6.617133333,20-08-1983,0.196154148,5060.153010529641,3005,0.1961541475
2.1,30.02,23.09,26.56,422.62,327.21,3.66,0.27,3.67,75.73,4.27,3.51,2.93,1.02,4.04,38.76,108.5,230.06,567.85,945.17,944.34,150,6.2956,21-08-1983,0.196154148,4814.274956893278,3005,0.1961541475
2.15,30.94,23.28,27.11,423.23,320.59,3.0,0.26,3.01,75.94,4.72,3.82,3.17,0.45,4.03,36.08,107.15,229.97,567.93,941.13,940.11,150,6.2674,22-08-1983,0.196154148,4792.710284140181,3005,0.1961541475
1.32,31.34,23.9,27.62,424.42,317.82,2.89,-0.57,2.95,76.54,4.28,3.51,2.95,1.74,3.19,34.4,106.06,229.83,568.03,938.32,936.69,150,6.2446,23-08-1983,0.196154148,4775.275016807891,3005,0.1961541475
1.22,31.91,23.46,27.68,420.45,297.13,3.55,-0.51,3.59,73.41,4.19,3.44,2.86,1.18,3.35,32.35,105.09,229.54,568.1,935.08,933.44,150,6.222933333,24-08-1983,0.196154148,4758.706414810832,3005,0.1961541475
2.69,31.18,23.29,27.24,415.83,318.37,3.09,0.05,3.09,79.74,3.82,3.17,2.66,0.87,3.22,30.35,104.22,229.17,568.13,931.87,931.9,150,6.212666667,25-08-1983,0.196154148,4750.855446479917,3005,0.1961541475
2.05,30.66,23.37,27.02,419.19,301.11,3.25,-0.39,3.27,79.83,3.59,3.01,2.52,1.58,2.55,29.13,103.49,228.83,568.17,929.62,929.15,150,6.194333333,26-08-1983,0.196154148,4736.835860174713,3005,0.1961541475
2.27,30.94,23.41,27.18,421.68,313.43,2.95,-0.3,2.97,78.19,3.38,2.83,2.45,1.03,2.83,27.46,102.76,228.41,568.19,926.82,926.64,150,6.1776,27-08-1983,0.196154148,4724.039801401599,3005,0.1961541475
10.11,30.48,23.47,26.98,428.86,260.2,2.5,-0.04,2.5,80.4,2.17,1.82,1.71,1.93,1.85,27.51,102.2,228.11,568.26,926.08,934.48,150,6.229866667,28-08-1983,0.196154148,4764.008367449891,3005,0.1961541475
30.79,30.54,22.58,26.56,426.62,191.97,2.65,0.18,2.66,84.68,1.3,1.17,1.09,2.33,1.02,29.26,101.82,227.93,568.36,927.37,957.07,150,6.380466667,29-08-1983,0.196154148,4879.172896407914,3005,0.1961541475
5.02,27.98,23.0,25.49,423.36,298.51,2.62,0.43,2.66,82.01,2.63,2.28,1.98,2.14,2.03,28.76,101.31,227.58,568.38,926.03,929.07,150,6.1938,30-08-1983,0.196154148,4736.428017664017,3005,0.1961541475
10.33,29.75,23.53,26.64,429.36,282.1,2.44,-0.5,2.49,76.36,1.93,1.75,1.63,0.8,2.46,27.4,100.74,227.16,568.39,923.69,932.39,150,6.215933333,31-08-1983,0.196154148,4753.353481857936,3005,0.1961541475
7.29,30.5,23.64,27.07,431.9,209.83,1.49,0.25,1.51,93.52,1.77,1.53,1.43,2.22,0.7,30.3,100.54,227.0,568.48,926.32,932.18,150,6.214533333,01-09-1983,0.196154148,4752.282895267356,3005,0.1961541475
14.76,29.46,23.15,26.3,431.12,181.36,1.93,0.79,2.09,90.69,2.01,1.72,1.61,2.09,0.69,33.5,100.54,226.86,568.57,929.47,942.62,150,6.284133333,02-09-1983,0.196154148,4805.506342913295,3005,0.1961541475
20.35,29.6,22.84,26.22,429.63,143.09,3.1,0.31,3.12,92.36,1.58,1.35,1.25,1.96,0.59,37.24,101.73,226.92,568.67,934.56,953.66,150,6.357733333,03-09-1983,0.196154148,4861.78860938946,3005,0.1961541475
12.37,27.42,22.68,25.05,429.73,174.73,3.54,-0.29,3.55,87.89,2.0,1.73,1.59,1.96,1.08,39.28,103.12,227.38,568.74,938.52,949.3,150,6.328666667,04-09-1983,0.196154148,4839.561192556482,3005,0.1961541475
25.36,27.5,22.71,25.1,431.88,150.1,3.92,-0.46,3.95,89.6,1.62,1.4,1.31,2.06,1.05,40.33,104.24,228.02,568.88,941.47,965.52,150,6.4368,05-09-1983,0.196154148,4922.251261600268,3005,0.1961541475
22.13,28.33,22.66,25.49,432.98,117.91,3.87,-0.68,3.93,93.94,1.44,1.21,1.16,2.29,0.56,41.82,105.86,229.91,569.14,946.73,967.7,150,6.451333333,06-09-1983,0.196154148,4933.364970016757,3005,0.1961541475
22.7,27.92,22.67,25.3,433.25,134.03,3.71,0.17,3.71,92.45,1.92,1.64,1.55,2.18,0.64,42.45,107.37,233.33,569.61,952.76,973.91,150,6.492733333,07-09-1983,0.196154148,4965.0237449096,3005,0.1961541475
31.21,29.07,22.22,25.64,427.92,156.87,3.72,0.94,3.84,89.18,1.24,1.13,1.08,1.99,1.1,42.6,108.4,235.78,570.24,957.02,987.15,150,6.581,08-09-1983,0.196154148,5032.521680429928,3005,0.1961541475
7.81,26.51,22.35,24.43,416.93,259.07,3.62,0.94,3.74,86.28,2.3,1.99,1.8,1.6,2.45,41.55,107.84,236.28,570.47,956.14,962.15,150,6.414333333,09-09-1983,0.196154148,4905.070895837163,3005,0.1961541475
2.03,28.46,22.52,25.49,414.66,300.76,2.41,0.6,2.48,87.68,3.53,3.0,2.63,1.96,2.5,40.31,106.81,236.38,570.62,954.12,953.52,150,6.3568,10-09-1983,0.196154148,4861.074884995741,3005,0.1961541475
1.82,30.26,22.68,26.47,415.66,317.54,1.14,0.05,1.14,80.28,3.94,3.46,3.05,1.28,3.04,38.27,105.7,236.26,570.74,950.97,949.74,150,6.3316,11-09-1983,0.196154148,4841.804326365314,3005,0.1961541475
6.01,31.21,23.17,27.19,424.75,300.85,-0.48,-0.31,0.57,84.97,3.15,2.82,2.58,2.34,2.33,37.47,104.74,236.09,570.88,949.18,952.61,150,6.350733333,12-09-1983,0.196154148,4856.435676436564,3005,0.1961541475
6.76,31.64,23.48,27.56,423.94,306.62,-0.03,0.11,0.11,82.27,3.27,2.9,2.62,1.92,2.45,37.41,103.93,235.85,570.99,948.18,952.32,150,6.3488,13-09-1983,0.196154148,4854.957247335288,3005,0.1961541475
13.6,31.91,23.57,27.74,428.12,269.09,0.44,0.31,0.54,84.78,3.0,2.69,2.49,2.36,1.82,37.47,103.24,235.61,571.12,947.44,958.55,150,6.390333333,14-09-1983,0.196154148,4886.717982855805,3005,0.1961541475
15.15,31.34,22.28,26.81,427.45,268.72,1.06,0.32,1.11,85.67,3.07,2.7,2.48,1.89,2.23,37.72,102.66,235.36,571.24,946.98,959.65,150,6.397666667,15-09-1983,0.196154148,4892.325817377887,3005,0.1961541475
6.4,30.46,22.64,26.55,427.02,274.6,2.04,0.19,2.05,88.42,3.05,2.65,2.44,1.68,2.48,37.25,102.12,235.07,571.35,945.79,949.75,150,6.331666667,16-09-1983,0.196154148,4841.855306679152,3005,0.1961541475
6.11,30.92,22.76,26.84,431.61,134.37,2.7,-0.71,2.79,92.19,2.25,1.97,1.88,1.94,0.81,39.67,102.49,235.01,571.51,948.68,952.91,150,6.352733333,17-09-1983,0.196154148,4857.965085851677,3005,0.1961541475
12.46,30.25,22.58,26.42,430.52,141.65,2.58,-0.33,2.6,92.93,2.12,1.89,1.82,1.92,0.66,40.83,103.39,235.67,571.7,951.59,962.23,150,6.414866667,18-09-1983,0.196154148,4905.478738347861,3005,0.1961541475
8.36,30.5,22.14,26.32,421.59,217.85,2.13,0.21,2.14,86.76,3.07,2.72,2.51,1.89,1.46,40.28,103.76,236.21,571.99,952.24,958.09,150,6.387266667,19-09-1983,0.196154148,4884.372888419299,3005,0.1961541475
2.91,31.24,22.4,26.82,422.55,300.68,1.85,-0.1,1.85,83.02,3.51,3.04,2.76,1.16,2.9,38.27,103.25,236.19,572.15,949.86,950.01,150,6.3334,20-09-1983,0.196154148,4843.180794838917,3005,0.1961541475
0.42,32.11,22.94,27.52,414.19,318.41,1.79,-1.94,2.64,78.98,4.02,3.4,3.14,0.35,3.62,35.47,102.41,235.91,572.24,946.03,943.31,150,6.288733333,21-09-1983,0.196154148,4809.023984568055,3005,0.1961541475
1.2,32.01,23.74,27.88,422.43,289.98,0.05,-1.67,1.67,86.4,3.43,2.93,2.75,1.66,2.38,34.08,101.61,235.59,572.35,943.63,942.08,150,6.280533333,22-09-1983,0.196154148,4802.753405966091,3005,0.1961541475
4.22,32.04,22.8,27.42,415.61,223.1,-2.05,-0.99,2.28,79.58,2.72,2.41,2.27,2.32,1.66,35.58,101.05,235.3,572.47,944.4,946.35,150,6.309,23-09-1983,0.196154148,4824.521999974536,3005,0.1961541475
3.63,31.36,22.95,27.16,418.01,285.07,-3.04,-0.14,3.04,79.47,3.53,3.07,2.87,1.5,2.76,34.28,100.43,234.89,572.54,942.14,942.9,150,6.286,24-09-1983,0.196154148,4806.933791700734,3005,0.1961541475
7.07,31.2,22.85,27.02,422.45,219.93,-1.28,0.33,1.32,84.98,2.83,2.52,2.37,1.85,1.59,34.65,100.01,234.56,572.64,941.86,946.56,150,6.3104,25-09-1983,0.196154148,4825.592586565114,3005,0.1961541475
10.31,30.66,22.65,26.66,424.51,219.48,-0.56,0.26,0.62,86.07,2.56,2.29,2.2,2.36,1.38,35.69,99.71,234.28,572.75,942.43,950.54,150,6.336933333,26-09-1983,0.196154148,4845.8827514722825,3005,0.1961541475
